time/iterations,time/time_elapsed,time/fps,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,train/approx_kl,train/policy_gradient_loss,train/clip_range_vf,train/value_loss,train/explained_variance,train/n_updates,train/std,train/clip_fraction,train/learning_rate,train/clip_range,train/entropy_loss,train/loss
125,2182,7505,432.35,16384000,15.872516632080078,0.0025322544,-0.002412060382994241,0.2,0.5687078369781375,0.8757879137992859,2770,0.46602877974510193,0.07758865356445313,1e-05,0.1,-15.623120403289795,-0.20682406425476074
126,2195,7522,450.18,16515072,16.537193298339844,0.0025314847,-0.002282021640894527,0.2,0.5779396686702967,0.8767149448394775,2780,0.46980923414230347,0.07543563842773438,1e-05,0.1,-15.815784875303507,-0.2198575735092163
127,2207,7540,454.01,16646144,16.644071578979492,0.0025810185,-0.0025896403793012725,0.2,0.5931189738912508,0.8744533061981201,2790,0.47360238432884216,0.08081283569335937,1e-05,0.1,-16.008375111967325,-0.21071875095367432
128,2219,7557,484.62,16777216,18.005870819091797,0.0025446345,-0.002494772113459476,0.2,0.5945308038499206,0.8694872856140137,2800,0.47730135917663574,0.08107223510742187,1e-05,0.1,-16.19762549996376,-0.19472265243530273
129,2232,7574,459.04,16908288,17.174945831298828,0.0025260297,-0.002501778068653948,0.2,0.5842415649211035,0.8749354481697083,2810,0.48105013370513916,0.0798980712890625,1e-05,0.1,-16.384458553791045,-0.28736042976379395
130,2244,7591,467.46,17039360,17.127443313598633,0.0025598747,-0.0026497162752093574,0.2,0.5753913685679436,0.8748440742492676,2820,0.4848876893520355,0.08170394897460938,1e-05,0.1,-16.573780892789365,-0.26054155826568604
131,2256,7607,446.37,17170432,15.961482048034668,0.0025461293,-0.0025366918752297352,0.2,0.5884284810628742,0.8676316738128662,2830,0.4887755513191223,0.07953338623046875,1e-05,0.1,-16.764057540893553,-0.27367883920669556
132,2269,7623,482.47,17301504,17.78815460205078,0.002541571,-0.002527654357982101,0.2,0.5480561875505373,0.8857004642486572,2840,0.4926336407661438,0.07841567993164063,1e-05,0.1,-16.953561414778232,-0.3378205895423889
133,2281,7639,449.68,17432576,16.46715545654297,0.0025333855,-0.002519774734901148,0.2,0.5377326675225049,0.8803532123565674,2850,0.49655646085739136,0.07851333618164062,1e-05,0.1,-17.142916603386404,-0.29693931341171265
134,2294,7654,431.8,17563648,15.82469367980957,0.0025014763,-0.0024522986550437054,0.2,0.5669692270224914,0.8747571706771851,2860,0.5004593729972839,0.07689361572265625,1e-05,0.1,-17.330794662237167,-0.37010109424591064
135,2306,7670,448.96,17694720,16.580970764160156,0.002525136,-0.0025183718126754683,0.2,0.5575680896872655,0.8800721168518066,2870,0.5043732523918152,0.07885971069335937,1e-05,0.1,-17.517864610254765,-0.3299869894981384
136,2319,7686,395.37,17825792,14.49447250366211,0.0025907832,-0.002533711369142111,0.2,0.5702500921208411,0.8777462244033813,2880,0.5084378719329834,0.081390380859375,1e-05,0.1,-17.70756339728832,-0.35568004846572876
137,2331,7701,443.86,17956864,16.269285202026367,0.0026261886,-0.0028357476804558245,0.2,0.5584674504119903,0.8802589774131775,2890,0.5125573873519897,0.08490524291992188,1e-05,0.1,-17.90119803249836,-0.35895150899887085
138,2344,7715,432.3,18087936,15.837457656860352,0.0025156806,-0.0025719284222759597,0.2,0.5640677238581702,0.8778938055038452,2900,0.5166548490524292,0.07977142333984374,1e-05,0.1,-18.092048016190528,-0.3684617280960083
139,2356,7730,422.91,18219008,15.332718849182129,0.0024964167,-0.002456521642579901,0.2,0.5536195494700223,0.8754655718803406,2910,0.5207033157348633,0.0784149169921875,1e-05,0.1,-18.280471305549145,-0.42654284834861755
140,2369,7745,412.3,18350080,14.793808937072754,0.002524758,-0.002556843506590667,0.2,0.5480563387507573,0.8807504773139954,2920,0.5247982740402222,0.07682876586914063,1e-05,0.1,-18.4679846316576,-0.38242191076278687
141,2381,7760,395.17,18481152,14.254138946533203,0.0025394033,-0.002605622021110321,0.2,0.5729143441421911,0.8714373707771301,2930,0.5288777351379395,0.08053359985351563,1e-05,0.1,-18.653821754455567,-0.3909662961959839
142,2394,7774,456.81,18612224,16.463233947753906,0.0025324882,-0.0025639986776695876,0.2,0.5439547708025202,0.8826565742492676,2940,0.5330469012260437,0.07885818481445313,1e-05,0.1,-18.841327355802058,-0.4543217420578003
143,2406,7787,430.3,18743296,15.679730415344238,0.0025628174,-0.0026325956834625684,0.2,0.5489781315205619,0.881102442741394,2950,0.5373193025588989,0.08137054443359375,1e-05,0.1,-19.031168803572655,-0.4331645965576172
144,2419,7802,397.48,18874368,14.478528022766113,0.0025283215,-0.002545464325885405,0.2,0.5291533878771588,0.8842390775680542,2960,0.5414843559265137,0.07994537353515625,1e-05,0.1,-19.21879812180996,-0.4650527238845825
145,2431,7817,473.82,19005440,17.12651252746582,0.0025919215,-0.002625395120048779,0.2,0.5302679533837363,0.8835460543632507,2970,0.5458627939224243,0.08135757446289063,1e-05,0.1,-19.40822439044714,-0.44366979598999023
146,2443,7831,462.47,19136512,16.653688430786133,0.0025282893,-0.0025267583874665433,0.2,0.5205181184690446,0.8860453367233276,2980,0.5502431988716125,0.077569580078125,1e-05,0.1,-19.599882690608503,-0.45064353942871094
147,2455,7846,413.42,19267584,14.859094619750977,0.0025049564,-0.0024694741784514916,0.2,0.5299702996853739,0.8862543106079102,2990,0.554600715637207,0.075732421875,1e-05,0.1,-19.789473494887353,-0.454192578792572
148,2467,7860,411.93,19398656,14.992728233337402,0.0025529854,-0.0026208718943962596,0.2,0.5336439786944538,0.8810626268386841,3000,0.559043824672699,0.0788909912109375,1e-05,0.1,-19.97974446862936,-0.47452592849731445
149,2480,7874,417.86,19529728,14.934732437133789,0.0025432324,-0.002528178965621919,0.2,0.5456720929127187,0.8831567764282227,3010,0.563518762588501,0.0786468505859375,1e-05,0.1,-20.170838499069212,-0.5186265707015991
150,2492,7888,414.36,19660800,14.894901275634766,0.0024719266,-0.002419670928611595,0.2,0.5107718571322039,0.8881568312644958,3020,0.567975640296936,0.07502288818359375,1e-05,0.1,-20.36032242625952,-0.5201689600944519
151,2504,7902,433.56,19791872,15.467123031616211,0.0025022924,-0.0024685163391040986,0.2,0.5375094678951428,0.8838505744934082,3030,0.5724873542785645,0.07591476440429687,1e-05,0.1,-20.549316017329694,-0.475067138671875
152,2516,7916,401.1,19922944,14.30021858215332,0.002529642,-0.002560983482908341,0.2,0.5362727715168149,0.8828772306442261,3040,0.57707679271698,0.07875900268554688,1e-05,0.1,-20.740180180966853,-0.5661534667015076
153,2528,7930,390.08,20054016,13.961645126342773,0.002583042,-0.002627446113365295,0.2,0.5199094236595556,0.8898030519485474,3050,0.581756591796875,0.08039932250976563,1e-05,0.1,-20.932662004232405,-0.5600364804267883
