rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/iterations,time/fps,time/time_elapsed,train/clip_fraction,train/clip_range,train/approx_kl,train/adaptive_lr,train/value_loss,train/clip_range_vf,train/n_updates,train/std,train/loss,train/entropy_loss,train/learning_rate,train/explained_variance,train/policy_gradient_loss
14.399383544921875,364.82,29884416,228,1895,15769,0.227093505859375,0.1,0.0042538703,5e-05,0.8171832523308694,0.2,5330,0.20817482471466064,0.831935703754425,3.799762912094593,5e-05,0.840389609336853,-0.0016352027838820505
13.943756103515625,363.92,30015488,229,1895,15836,0.22432937622070312,0.1,0.00417745,5e-05,0.7909929133951664,0.2,5340,0.20878255367279053,0.9382225275039673,3.7276038225740193,5e-05,0.8371331691741943,-0.0015547504633104837
14.086636543273926,361.86,30146560,230,1895,15903,0.22597579956054686,0.1,0.0041438034,5e-05,0.7986030729487539,0.2,5350,0.20947618782520294,0.8471378087997437,3.6470295092090965,5e-05,0.8420476913452148,-0.0015533663904534478
13.606942176818848,350.79,30277632,231,1895,15971,0.22820892333984374,0.1,0.004261046,5e-05,0.7728433292824775,0.2,5360,0.21015861630439758,0.7068229913711548,3.564046801254153,5e-05,0.8404250144958496,-0.0016932732536588447
13.498373985290527,344.27,30408704,232,1895,16038,0.22594985961914063,0.1,0.004286156,5e-05,0.7726120801176876,0.2,5370,0.2108757346868515,0.8730398416519165,3.47773068677634,5e-05,0.8389368057250977,-0.001664483024069341
13.246328353881836,344.54,30539776,233,1896,16105,0.22386474609375,0.1,0.004079148,5e-05,0.757727568084374,0.2,5380,0.21157599985599518,0.8999695777893066,3.397990119457245,5e-05,0.8463560342788696,-0.001682963865050624
14.006430625915527,364.57,30670848,234,1896,16171,0.22636337280273439,0.1,0.0044154683,5e-05,0.7518262290861457,0.2,5390,0.21240569651126862,0.7293663024902344,3.3009244507178663,5e-05,0.8461223244667053,-0.001814478057940505
13.685547828674316,355.62,30801920,235,1896,16239,0.22591018676757812,0.1,0.004176366,5e-05,0.6913754347478971,0.2,5400,0.21307086944580078,0.720872163772583,3.219958176650107,5e-05,0.8560690879821777,-0.0017767217425898707
13.48230266571045,349.45,30932992,236,1896,16306,0.22013168334960936,0.1,0.0041281944,5e-05,0.7517378851305694,0.2,5410,0.21369531750679016,0.7901006937026978,3.145126099139452,5e-05,0.8407331109046936,-0.0017323796389064228
13.520544052124023,350.16,31064064,237,1897,16373,0.22435150146484376,0.1,0.00421011,5e-05,0.7086416428908706,0.2,5420,0.2143339216709137,0.7533518671989441,3.071588666178286,5e-05,0.8523931503295898,-0.0017558757992446772
13.478462219238281,348.35,31195136,238,1897,16440,0.2191558837890625,0.1,0.004140624,5e-05,0.7281967461574823,0.2,5430,0.21505112946033478,0.745880126953125,2.990259530954063,5e-05,0.8412180542945862,-0.0017137436848315701
13.551997184753418,357.8,31326208,239,1897,16507,0.2290252685546875,0.1,0.0042469148,5e-05,0.7123388470616192,0.2,5440,0.21579883992671967,0.7421850562095642,2.9038570512086155,5e-05,0.8521934151649475,-0.0018569906542325043
14.125166893005371,368.43,31457280,240,1897,16574,0.22798538208007812,0.1,0.0042960434,5e-05,0.6468272081576287,0.2,5450,0.21649232506752014,0.5779909491539001,2.8219849003478883,5e-05,0.8629119992256165,-0.002097829167996679
13.375561714172363,348.46,31588352,241,1898,16641,0.2243194580078125,0.1,0.0040793065,5e-05,0.6540883349021896,0.2,5460,0.2171558141708374,0.6822444200515747,2.7436278367415072,5e-05,0.8575865626335144,-0.0018309514491193113
13.82809066772461,361.26,31719424,242,1898,16708,0.22292404174804686,0.1,0.0041088024,5e-05,0.6451523951021955,0.2,5470,0.21782025694847107,0.6591664552688599,2.6667977700009944,5e-05,0.8653645515441895,-0.0018212757639958
14.597439765930176,378.13,31850496,243,1898,16775,0.2280548095703125,0.1,0.0043218858,5e-05,0.6791876997100189,0.2,5480,0.21858114004135132,0.78857421875,2.582723651267588,5e-05,0.859656810760498,-0.002079185631373548
14.295309066772461,371.93,31981568,244,1898,16841,0.21928558349609376,0.1,0.0041049947,5e-05,0.6785698211286217,0.2,5490,0.21931730210781097,0.8128664493560791,2.499138379842043,5e-05,0.8514707088470459,-0.0016918917892326136
