time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,time/iterations,rollout/ep_len_mean,time/fps,train/policy_gradient_loss,train/value_loss,train/clip_range_vf,train/loss,train/explained_variance,train/n_updates,train/std,train/entropy_loss,train/clip_range,train/clip_fraction,train/approx_kl,train/learning_rate
1435,16252928,25.264123916625977,124,742.35,11324,-0.0021761174374660187,0.41681172073585915,0.2,1.0731040239334106,0.8536292314529419,1230,0.14363950490951538,12.61497774347663,0.1,0.12601318359375,0.0034066257,1e-05
1446,16384000,23.964956283569336,125,710.8,11324,-0.0015811499393748817,0.5037186933448539,0.2,1.0829213857650757,0.7977285981178284,1240,0.14487236738204956,12.406595910340547,0.1,0.114996337890625,0.0031570224,1e-05
1458,16515072,24.283653259277344,126,724.08,11324,-0.0017042396306351294,0.4862032366916537,0.2,1.0662553310394287,0.8184443712234497,1250,0.14612044394016266,12.20125616788864,0.1,0.11557235717773437,0.0031659119,1e-05
1470,16646144,22.92074966430664,127,688.73,11323,-0.0018127630502021929,0.47005755743011834,0.2,1.3538365364074707,0.8242068290710449,1260,0.14736366271972656,11.996660687029362,0.1,0.11358795166015626,0.0031711648,1e-05
1481,16777216,21.206754684448242,128,657.42,11321,-0.0020113070304432767,0.48294480979675425,0.2,0.946818470954895,0.8501401543617249,1270,0.1486309915781021,11.79204570800066,0.1,0.11779556274414063,0.0032354826,1e-05
1493,16908288,24.537395477294922,129,723.98,11321,-0.0019109362514427631,0.43934612821321933,0.2,0.959763765335083,0.8611863851547241,1280,0.1499035805463791,11.587562656402588,0.1,0.1133697509765625,0.0030956753,1e-05
1505,17039360,25.744630813598633,130,758.7,11320,-0.0018378123446382232,0.4850348426378332,0.2,0.9692106246948242,0.8322261571884155,1290,0.15120582282543182,11.380376151949168,0.1,0.117462158203125,0.0032351606,1e-05
1516,17170432,25.325782775878906,131,757.93,11319,-0.0017579546577508153,0.4647014550399035,0.2,0.9951580166816711,0.7990179061889648,1300,0.15256333351135254,11.16906173825264,0.1,0.11254196166992188,0.003216471,1e-05
1528,17301504,21.726852416992188,132,666.48,11317,-0.0015491257549001603,0.4881451439112425,0.2,1.0205469131469727,0.8179611563682556,1310,0.15386447310447693,10.961176194250584,0.1,0.10548934936523438,0.0029817754,1e-05
1540,17432576,24.308874130249023,133,729.44,11317,-0.0017003006528284459,0.4712078514974564,0.2,1.0710333585739136,0.8362952470779419,1320,0.15519480407238007,10.755441755056381,0.1,0.109185791015625,0.0031004786,1e-05
1552,17563648,21.984214782714844,134,661.16,11315,-0.0018397363001895427,0.4684908002847806,0.2,1.0241029262542725,0.8255061507225037,1330,0.15652477741241455,10.550084874778985,0.1,0.11255111694335937,0.003153761,1e-05
1563,17694720,22.312828063964844,135,682.95,11317,-0.001746307808571146,0.48397546282503756,0.2,0.9842284321784973,0.8314353227615356,1340,0.15788665413856506,10.342987132072448,0.1,0.10982666015625,0.003116952,1e-05
1575,17825792,24.014934539794922,136,733.66,11317,-0.0017499745848908788,0.47770378945861014,0.2,0.8658381700515747,0.8518450260162354,1350,0.1592549830675125,10.135556617379189,0.1,0.1118133544921875,0.003101714,1e-05
1586,17956864,20.874473571777344,137,647.72,11318,-0.001698308674895088,0.4287271701148711,0.2,1.0045381784439087,0.8489675521850586,1360,0.16059532761573792,9.932109697163105,0.1,0.10768508911132812,0.0030186651,1e-05
1598,18087936,23.215404510498047,138,696.3,11317,-0.0018336566819016297,0.44751464747823777,0.2,0.9794009327888489,0.8442959189414978,1370,0.1620216816663742,9.724235878139734,0.1,0.11303558349609374,0.0031768396,1e-05
1609,18219008,23.653806686401367,139,707.75,11319,-0.001891069606244855,0.4648692452348769,0.2,0.9248479008674622,0.8197516202926636,1380,0.1634739488363266,9.511288834363222,0.1,0.116802978515625,0.003265223,1e-05
1621,18350080,21.008275985717773,140,656.43,11318,-0.001987841712889349,0.48193120609503237,0.2,0.9849750995635986,0.8195768594741821,1390,0.16487744450569153,9.302319280803204,0.1,0.11610488891601563,0.0031766088,1e-05
1632,18481152,24.669275283813477,141,739.07,11318,-0.0017742987191013526,0.4597010749275796,0.2,0.9065752625465393,0.8487571477890015,1400,0.16624262928962708,9.101296480745077,0.1,0.10967636108398438,0.0030532426,1e-05
1644,18612224,22.696399688720703,142,686.0,11319,-0.0018478817312825413,0.44595122142927723,0.2,0.95042884349823,0.8068000078201294,1410,0.1676868200302124,8.897444807738065,0.1,0.11163864135742188,0.00312828,1e-05
1656,18743296,23.276779174804688,143,716.16,11317,-0.001714201723370934,0.5006663304986432,0.2,0.9249113202095032,0.8188305497169495,1420,0.16913780570030212,8.690566045045852,0.1,0.10843353271484375,0.0030927164,1e-05
1667,18874368,22.165987014770508,144,683.25,11317,-0.0019701731445820768,0.4254838541615754,0.2,1.0630578994750977,0.858068585395813,1430,0.17059898376464844,8.484311544150113,0.1,0.11410446166992187,0.003119732,1e-05
1679,19005440,20.148414611816406,145,635.82,11315,-0.0019107777965473361,0.4673283145180903,0.2,0.935661792755127,0.8533922433853149,1440,0.17205208539962769,8.279451521486044,0.1,0.10708465576171874,0.0030778048,1e-05
1691,19136512,25.082521438598633,146,746.28,11315,-0.0021757094711574608,0.39323794660158456,0.2,0.6911024451255798,0.8678094148635864,1450,0.17357727885246277,8.071257708966732,0.1,0.10976333618164062,0.003158289,1e-05
1702,19267584,21.352214813232422,147,664.77,11315,-0.001649496504887793,0.4879055273253471,0.2,0.8338290452957153,0.8124669194221497,1460,0.1750948131084442,7.860611707344651,0.1,0.10933990478515625,0.0030646096,1e-05
1714,19398656,19.199092864990234,148,617.2,11312,-0.001802189338286553,0.44566644008737055,0.2,0.8586863875389099,0.8525141477584839,1470,0.17660829424858093,7.653316288813949,0.1,0.10774688720703125,0.0030296552,1e-05
1726,19529728,22.518896102905273,149,700.2,11310,-0.0018849517148737504,0.44431548984721303,0.2,0.7824442982673645,0.8651739954948425,1480,0.17810702323913574,7.448620729148388,0.1,0.10583724975585937,0.0030182388,1e-05
1738,19660800,21.167346954345703,150,660.69,11311,-0.001860166549340647,0.46275195756461474,0.2,0.8213217854499817,0.838237464427948,1490,0.17964887619018555,7.243436878547072,0.1,0.109820556640625,0.0031241686,1e-05
1750,19791872,19.481321334838867,151,621.25,11309,-0.0020675707204645733,0.4487956896307878,0.2,0.7516719698905945,0.8476425409317017,1500,0.1811853051185608,7.038269901275635,0.1,0.1031768798828125,0.0029985872,1e-05
1761,19922944,21.145549774169922,152,665.03,11308,-0.002090342803239764,0.41856702326331285,0.2,0.7959198951721191,0.8551483154296875,1510,0.18275871872901917,6.831496348977089,0.1,0.1086700439453125,0.0030920513,1e-05
1773,20054016,20.780109405517578,153,653.32,11307,-0.0018139556189453287,0.46009383872151377,0.2,0.7006092071533203,0.8443832397460938,1520,0.18434672057628632,6.624209104850888,0.1,0.104718017578125,0.0030219806,1e-05
