elapsed_step,reset_marker,body_x,body_y,body_z,quat_w,quat_x,quat_y,quat_z,FR_abad,FR_hip,FR_knee,FL_abad,FL_hip,FL_knee,HR_abad,HR_hip,HR_knee,HL_abad,HL_hip,HL_knee,reward_total,healthy_reward,penalty_base_xvel,penalty_base_zvel,penalty_base_zpos,penalty_base_orientation,penalty_base_straight,penalty_base_linear_accel,penalty_base_angular_vel,penalty_action_smooth,ctrl_cost,contact_cost,is_healthy,x_position,y_position,x_velocity,y_velocity,pBody_des_z,desired_h,cmd_vel_x,cmd_vel_y,cmd_vel_yaw,reward_base_xvel,reward_base_zvel,reward_base_zpos,reward_base_orientation,reward_base_straight,reward_base_linear_accel,reward_base_angular_vel,reward_action_smooth,action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_7,action_8,action_9,action_10,action_11,action_12,action_13,action_14,action_15,action_16,action_17,action_18,action_19,action_20,action_21,action_22,action_23,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18,obs_19,obs_20,obs_21,obs_22,obs_23,obs_24,obs_25,obs_26,obs_27,obs_28,obs_29,obs_30,obs_31,obs_32,obs_33,obs_34,obs_35,obs_36,obs_37,obs_38,obs_39,obs_40,obs_41,obs_42,obs_43,obs_44,obs_45
3370,0,16.8232,-0.822614,0.307201,0.998812,0.00259799,-0.0040701,0.0484921,0.364996,-1.8516,1.79214,-0.260478,-0.76771,2.06123,0.00956585,-0.456981,1.86589,0.00985639,-1.72244,1.8156,0.608533,1,0.956233,0.700777,0.00749193,0.0594052,4.39947,38.8891,0.0613522,0.0241143,4.60541,0,1,16.8232,-0.822614,2.68126,-0.095469,0.309698,0.332874,3,0,0,0.384338,0.4962,0.992536,0.942325,0.0122838,1.29025e-17,0.940492,0.976174,-0.0637869,-0.0702977,0.0243633,0.0211864,-0.0673603,-0.0282067,0.18684,-0.0918663,-0.0228946,0.011546,0.122095,0.191065,-0.0524434,-0.025172,0.0221639,0.0458762,0.256241,0.00930316,-0.0532103,-0.0298597,0.0426123,0.0890381,-0.0286929,0.347621,3,2.65735,-0.355926,-0.254173,0.0668386,-0.215656,-0.10187,0.00558474,-0.00787865,0.0970453,0.356613,-1.83074,1.75692,-0.262583,-0.746526,2.05219,0.00758533,-0.436485,1.84954,0.0196562,-1.70548,1.78035,4.37667,-10.3181,16.7203,1.05149,-10.6468,4.73021,1.00398,-10.2731,8.33362,-4.76301,-8.61121,16.7774,0,1,1,0,0.000668517,-0.0855598,-0.240067,0.378026,0.0953573,-0.290969,0.650126,0.759826
3375,0,16.8498,-0.82353,0.304783,0.998826,0.00276809,-0.00474806,0.0481235,0.397641,-1.95292,1.98929,-0.24798,-0.871866,2.08759,0.0198902,-0.558699,1.94197,-0.0394106,-1.79338,2.00913,0.600349,1,1.06985,0.726855,0.000276893,0.0586865,4.38824,5.54346,0.011364,0.0184921,5.04044,0,1,16.8498,-0.82353,2.64338,-0.0901972,0.304875,0.332874,3,0,0,0.343061,0.483427,0.999723,0.943002,0.0124225,0.00391298,0.9887,0.981678,-0.0658487,-0.0712293,0.0070967,0.00779399,-0.0635319,-0.0236677,0.207504,-0.103748,-0.0151455,0.00846984,0.127392,0.190034,-0.0240101,-0.0241859,0.0326377,0.0530298,0.219404,0.0241298,-0.0487783,-0.00659712,0.0535081,0.109182,0.00797789,0.346106,3,2.61999,-0.345196,-0.266098,0.0206935,-0.0878255,-0.0567667,0.00598696,-0.00921869,0.0963133,0.39259,-1.93378,1.94794,-0.250242,-0.851071,2.08155,0.0177877,-0.538392,1.92755,-0.0293894,-1.78183,1.96886,2.92598,-9.96387,20.3125,1.17932,-10.4091,2.917,1.04428,-10.1505,7.41269,-4.95419,-6.56387,19.8608,0,1,1,0,0.0346776,-0.086775,-0.216908,0.352039,0.0988406,-0.290924,0.795115,0.606459
3380,0,16.8762,-0.824465,0.302519,0.998834,0.00299424,-0.00480556,0.0479475,0.404294,-2.02577,2.20061,-0.237454,-0.975133,2.11704,0.0307273,-0.660557,2.00771,-0.0863595,-1.81202,2.20948,0.60484,1,1.05973,0.618234,0.00734164,0.0583095,4.41497,51.4842,0.00859658,0.0235515,7.5525,0,1,16.8762,-0.824465,2.64676,-0.0975495,0.300072,0.332874,3,0,0,0.34655,0.538895,0.992685,0.943358,0.0120949,4.37224e-23,0.99144,0.976724,-0.0573804,-0.0608598,-0.00541813,-0.00980011,-0.049866,-0.0167109,0.230668,-0.127025,-0.0051443,-0.00060937,0.127506,0.169779,0.0020079,-0.019021,0.0385061,0.0661808,0.181766,0.031519,-0.043354,0.0108635,0.0559089,0.134242,0.0460638,0.32379,3,2.62309,-0.351828,-0.230085,0.0769196,0.0417868,-0.0305586,0.00644266,-0.00931291,0.0959633,0.405669,-2.01545,2.15859,-0.239518,-0.954636,2.11158,0.0285402,-0.640159,1.99552,-0.0772342,-1.81483,2.17042,0.0274431,-6.42186,21.1891,1.03505,-10.298,2.87963,1.09469,-10.1977,6.3563,-4.61239,-0.454102,19.9225,0,1,1,0,0.0804419,-0.0931558,-0.195942,0.326995,0.102492,-0.288393,0.903188,0.429246
3385,0,16.9029,-0.825529,0.30098,0.998841,0.00412052,-0.00374133,0.0478189,0.366588,-2.01893,2.39535,-0.228035,-1.07545,2.13863,0.0414378,-0.763427,2.04212,-0.125506,-1.71818,2.38111,0.628333,1,0.909743,0.342337,0.0151886,0.0579742,4.46924,175.666,0.240842,0.0329214,11.5677,0,1,16.9029,-0.825529,2.69675,-0.113865,0.295917,0.332874,3,0,0,0.402628,0.710109,0.984926,0.943674,0.011456,5.12158e-77,0.785966,0.967615,-0.0423137,-0.0359487,-0.0126097,-0.021105,-0.0286951,-0.00839662,0.246016,-0.156302,0.00753239,-0.00464412,0.122493,0.137597,0.0187613,-0.0189127,0.0409553,0.0887532,0.136541,0.0354062,-0.0422902,0.0223162,0.0618401,0.17604,0.0774597,0.287158,3,2.67257,-0.371935,-0.13222,0.366373,0.324924,-0.0322046,0.00858963,-0.00707996,0.0957061,0.378125,-2.03009,2.35943,-0.229778,-1.05572,2.13515,0.0394693,-0.742944,2.03567,-0.118505,-1.74942,2.35134,-4.79499,2.78971,18.8754,0.897314,-9.96096,1.95458,1.03641,-10.3087,3.07748,-3.7024,12.2117,16.2503,0,1,1,0,0.134303,-0.104639,-0.1802,0.302661,0.105885,-0.285264,0.970987,0.239131
3390,0,16.9302,-0.826782,0.300719,0.998846,0.00672115,-0.000567175,0.0475546,0.27997,-1.85335,2.53415,-0.219898,-1.16955,2.14866,0.0495267,-0.862284,2.07207,-0.154895,-1.44393,2.47327,0.646383,1,0.776652,0.110209,0.0222911,0.0577067,4.53317,248.191,0.934892,0.070163,13.9206,0,1,16.9302,-0.826782,2.74112,-0.133085,0.293289,0.332874,3,0,0,0.459943,0.895647,0.977955,0.943927,0.0107466,1.62861e-108,0.392628,0.932242,-0.0139878,0.0106753,-0.0158159,-0.0300831,0.00279955,0.00397472,0.271316,-0.168746,0.0256196,-0.00508104,0.107374,0.0670843,0.0320974,-0.0281938,0.0338984,0.113616,0.0724238,0.0108574,-0.0454504,0.0306295,0.0612266,0.232216,0.0830415,0.224381,3,2.71614,-0.392406,0.0371736,0.607171,0.748643,-0.0759581,0.0134811,-0.000493796,0.0951506,0.300151,-1.90255,2.51339,-0.22165,-1.15145,2.14795,0.0480128,-0.842905,2.06666,-0.149887,-1.51401,2.46422,-9.52535,20.4934,12.3595,0.817185,-9.25158,0.746424,0.764595,-9.75422,2.8517,-2.71978,31.4914,7.10186,0,1,1,0,0.193248,-0.12014,-0.171969,0.279021,0.108716,-0.282694,0.998793,0.0491249
3395,0,16.9573,-0.828113,0.30173,0.998843,0.00836707,0.00298536,0.047267,0.179128,-1.49587,2.56392,-0.204407,-1.25164,2.11856,0.0598966,-0.958445,2.09515,-0.172797,-1.03235,2.43677,0.601836,1,1.00359,0.386857,0.0278716,0.0578608,4.51752,193.511,0.334131,0.143051,7.27574,0,1,16.9573,-0.828113,2.66547,-0.125651,0.292439,0.332874,3,0,0,0.366559,0.679188,0.972513,0.943781,0.0109161,9.10481e-85,0.71596,0.86671,0.028732,0.0821388,-0.00140054,-0.0181191,0.0339249,0.0139856,0.281171,-0.126401,0.0471269,0.00138524,0.0746827,-0.0448942,-0.00844732,-0.0353622,0.0316002,0.127581,0.00653737,-0.097515,-0.0393463,0.0201525,0.0448209,0.27048,0.0897632,0.16588,3,2.64097,-0.374433,0.149001,0.222121,0.532535,-0.0346272,0.0164337,0.00675483,0.0945175,0.19934,-1.579,2.56936,-0.207158,-1.23569,2.1234,0.0577415,-0.939501,2.09131,-0.169677,-1.11664,2.45439,-10.2702,39.6204,0.144224,1.42145,-8.1151,-2.54881,1.05438,-9.53682,2.11364,-1.65327,42.5681,-6.39671,0,1,1,0,0.254355,-0.135704,-0.173368,0.252242,0.112139,-0.286482,0.991037,-0.133591
3400,0,16.9833,-0.82918,0.302865,0.998841,0.00861519,0.0036601,0.0472226,0.0899169,-1.09588,2.4676,-0.191602,-1.32774,2.09414,0.0707839,-1.05305,2.11052,-0.184427,-0.659348,2.29398,0.603176,1,1.2852,0.256102,0.027911,0.0579734,4.42786,114.358,0.010994,0.0612682,5.4969,0,1,16.9833,-0.82918,2.5716,-0.0939866,0.293561,0.332874,3,0,0,0.276595,0.774063,0.972475,0.943675,0.01194,2.162e-50,0.989066,0.940571,0.0534493,0.105477,0.0340824,-0.014746,0.0439958,0.0360894,0.289261,-0.127679,0.0563846,0.00426755,0.0406894,-0.106764,-0.0281623,-0.00385557,0.0242988,0.12675,0.00886579,-0.175025,-0.0184908,0.00782759,0.0353486,0.279883,0.0992977,0.102969,3,2.55064,-0.334486,0.107833,0.00012677,-0.104833,0.00198185,0.0168661,0.00812546,0.0944159,0.105907,-1.16882,2.49406,-0.194012,-1.31291,2.09922,0.0686853,-1.03407,2.10791,-0.182521,-0.725712,2.32796,-8.45808,38.7077,-11.7355,1.24641,-7.49955,-2.47746,1.08534,-9.48003,1.44493,-1.05576,35.3344,-15.881,0,1,1,0,0.314397,-0.149598,-0.186023,0.2264,0.115627,-0.287792,0.95317,-0.302434
3405,0,17.0091,-0.830013,0.303075,0.998835,0.00877133,0.00157221,0.047435,0.0214938,-0.80426,2.30811,-0.180765,-1.39938,2.06487,0.0778171,-1.147,2.09961,-0.18774,-0.391409,2.10824,0.619949,1,1.26081,0.0380046,0.0203831,0.0582712,4.38427,51.2428,0.325258,0.0468874,5.91781,0,1,17.0091,-0.830013,2.57973,-0.0780694,0.296281,0.332874,3,0,0,0.283424,0.962708,0.979823,0.943394,0.0124719,5.56594e-23,0.722341,0.954195,0.0364013,0.0825601,0.0633387,0.000405082,0.0374169,0.0752603,0.271021,-0.144709,0.0583271,0.0130286,0.0145247,-0.0746475,0.0162337,0.0290561,0.0215318,0.116329,0.0309355,-0.139049,-0.00887475,-0.00678475,0.06302,0.244268,0.118104,0.0573045,3,2.56074,-0.322312,-0.00106091,0.0213606,-0.566294,0.0641285,0.0173741,0.0039729,0.0948749,0.0336423,-0.853838,2.34226,-0.182824,-1.3855,2.07132,0.0760974,-1.12745,2.09977,-0.187688,-0.437794,2.14674,-6.45058,26.7774,-16.6652,1.04472,-7.06927,-3.07064,0.800272,-9.64779,-0.428851,-0.143599,24.802,-19.0064,0,1,1,0,0.366786,-0.162096,-0.204942,0.200355,0.118758,-0.287526,0.890057,-0.455849
3410,0,17.0351,-0.830724,0.302687,0.998824,0.00864703,-0.00183182,0.0476684,-0.0281102,-0.606022,2.13348,-0.169829,-1.46437,2.02722,0.0881017,-1.24664,2.10309,-0.184036,-0.204698,1.92166,0.61706,1,1.14422,0.145448,0.00746362,0.0587947,4.35222,18.6688,0.51149,0.0607143,4.90091,0,1,17.0351,-0.830724,2.61859,-0.0661996,0.300199,0.332874,3,0,0,0.318471,0.864635,0.992564,0.9429,0.0128782,7.80279e-09,0.599601,0.941092,0.00958154,0.0451529,0.0736739,0.0293679,0.0184439,0.110365,0.257553,-0.154081,0.0616452,0.0138187,-0.00519209,-0.0179088,0.0560223,0.0549098,0.0196793,0.0988196,0.081435,-0.085856,-0.00803626,-0.0213709,0.0761986,0.192943,0.128875,0.0325254,3,2.60016,-0.316156,-0.0547437,-0.0960059,-0.707715,0.0375932,0.0174493,-0.00283495,0.0954014,-0.0195451,-0.640173,2.16841,-0.172087,-1.45206,2.03547,0.0859141,-1.22674,2.10235,-0.185147,-0.237169,1.95827,-4.60644,18.307,-17.5299,1.11232,-6.33965,-3.94316,1.07178,-9.9902,0.422837,0.485112,17.3226,-18.499,0,1,1,0,0.40959,-0.173384,-0.227242,0.173696,0.121993,-0.286584,0.804766,-0.593593
3415,0,17.0616,-0.831346,0.302318,0.998812,0.0086818,-0.0048157,0.0477165,-0.0617624,-0.468283,1.96987,-0.159245,-1.5152,1.97383,0.098427,-1.34186,2.10165,-0.177025,-0.0911019,1.76304,0.652413,1,0.985018,0.00970367,0.00672047,0.059421,4.35368,155.715,0.162524,0.0321617,3.93355,0,1,17.0616,-0.831346,2.67166,-0.0656479,0.304558,0.332874,3,0,0,0.373433,0.990343,0.993302,0.94231,0.0128595,2.36566e-68,0.849995,0.96835,-0.0134019,0.0194516,0.0720414,0.0663331,0.00598644,0.10571,0.233798,-0.13947,0.0569532,0.0083102,-0.0254026,0.0284505,0.0654535,0.0581049,0.0173875,0.0786866,0.119995,-0.0499716,-0.00339136,-0.034069,0.0709092,0.165712,0.112115,0.0235499,3,2.65308,-0.320279,-0.0255529,0.252228,-0.309846,0.0538615,0.0178042,-0.00879155,0.0955522,-0.0552681,-0.492318,2.00088,-0.160793,-1.50717,1.98659,0.0967537,-1.32423,2.1033,-0.179253,-0.102681,1.78928,-3.1779,12.7655,-15.9918,0.969844,-4.10821,-6.71908,0.951117,-9.3302,-0.375057,0.806956,8.9035,-14.4458,0,1,1,0,0.443007,-0.183139,-0.249863,0.146625,0.125014,-0.286297,0.699359,-0.71477
3420,0,17.0884,-0.832187,0.302906,0.99875,0.0115916,-0.00348942,0.0484906,-0.0870278,-0.371909,1.83757,-0.154242,-1.55092,1.91507,0.105263,-1.41567,2.08083,-0.16128,-0.0844364,1.64835,0.620732,1,0.925761,0.271879,0.0189688,0.0624861,4.44672,43.8786,0.910418,0.0355504,3.00268,0,1,17.0884,-0.832187,2.69141,-0.0952636,0.309229,0.332874,3,0,0,0.39623,0.761947,0.98121,0.939426,0.0117169,8.78543e-20,0.402356,0.965074,-0.0248822,-0.00515429,0.0616365,0.113211,-0.00619175,0.0820283,0.211567,-0.0762918,0.0495719,0.000543267,-0.0388262,0.0219845,0.0665839,0.0396493,0.00553582,0.0551127,0.140276,-0.0386224,-0.000383032,-0.0360491,0.063212,0.138451,0.0826335,0.0271044,3,2.6702,-0.353631,0.0771039,0.768967,0.526816,0.203892,0.0234952,-0.00584598,0.0970951,-0.0828006,-0.388241,1.86156,-0.155013,-1.54448,1.92655,0.10402,-1.4026,2.08647,-0.164711,-0.0823067,1.67086,-2.33256,8.90047,-12.5912,0.417586,-3.39974,-5.75731,0.633677,-6.91095,-2.48923,1.70586,-0.60321,-11.2749,0,1,1,0,0.467949,-0.192201,-0.267766,0.121154,0.126186,-0.287701,0.575457,-0.817832
3425,0,17.1156,-0.833249,0.303826,0.998672,0.0140658,-0.000462299,0.0495573,-0.0903281,-0.323898,1.75723,-0.146058,-1.57654,1.85063,0.11444,-1.47332,2.04187,-0.15139,-0.104254,1.60144,0.624307,1,0.826287,0.293579,0.0297053,0.0663937,4.50434,13.1062,0.758177,0.0785369,3.11021,0,1,17.1156,-0.833249,2.72457,-0.112698,0.313728,0.332874,3,0,0,0.437672,0.74559,0.970732,0.935762,0.0110609,2.03265e-06,0.46852,0.924468,-0.0271783,-0.0282668,0.0503457,0.171673,-0.0141337,0.0523562,0.15007,0.0120196,0.0455551,-0.0104295,-0.0448574,-0.0224016,0.0297962,0.00739112,-0.00334301,0.0326273,0.131356,-0.0637237,0.00299509,-0.0305032,0.0673639,0.0874012,0.0692737,0.0570207,3,2.70026,-0.379077,0.102275,0.487607,0.67988,0.241205,0.0281437,0.000470753,0.0991584,-0.0910523,-0.32801,1.76525,-0.148643,-1.57411,1.86751,0.112402,-1.46388,2.05361,-0.153035,-0.097629,1.60052,0.108319,4.09226,-7.67625,0.799603,-2.62403,-6.12338,0.983169,-5.64646,-3.79149,0.808458,-2.77577,-1.45528,0,1,1,0,0.482004,-0.195746,-0.28267,0.0969797,0.128199,-0.287758,0.432377,-0.901693
3430,0,17.1426,-0.834439,0.305071,0.998539,0.0170512,0.00354407,0.0511454,-0.084892,-0.347368,1.77884,-0.136801,-1.58789,1.77376,0.124058,-1.51439,1.98487,-0.145139,-0.150307,1.63855,0.599554,1,0.916355,0.446048,0.0385512,0.0730323,4.54047,45.2525,1.22614,0.0540681,3.4396,0,1,17.1426,-0.834439,2.69455,-0.122758,0.317921,0.332874,3,0,0,0.399974,0.640153,0.962182,0.929571,0.0106684,2.22384e-20,0.293424,0.947368,-0.0299293,-0.0377248,0.0123051,0.17767,-0.0431594,0.00870866,0.128488,0.0513887,0.0308615,-0.010656,-0.0440983,-0.0501766,0.0187586,-0.0257198,-0.0117953,0.0372325,0.116696,-0.0498467,-0.0141602,-0.006874,0.0438658,0.102931,-0.00138982,0.105329,3,2.66704,-0.391827,0.1765,0.678533,0.808487,0.334782,0.0336978,0.00882209,0.102202,-0.0858381,-0.338077,1.76951,-0.138411,-1.58602,1.78876,0.122161,-1.50711,1.99644,-0.146353,-0.139427,1.62853,0.543946,-3.66258,3.7865,0.83471,-1.06466,-7.51884,0.950758,-3.8846,-5.69369,0.606347,-5.01352,4.55528,0,1,1,0,0.479313,-0.194503,-0.284069,0.0718443,0.130647,-0.290498,0.270105,-0.962831
3435,0,17.1697,-0.835718,0.306763,0.998375,0.0204282,0.00740643,0.0526877,-0.0809233,-0.416986,1.8411,-0.129108,-1.59251,1.6953,0.132347,-1.54163,1.91515,-0.141296,-0.21837,1.69842,0.605071,1,0.82646,0.520849,0.0431317,0.08127,4.57515,44.8651,0.951854,0.0489207,3.24656,0,1,17.1697,-0.835718,2.72451,-0.132186,0.321141,0.332874,3,0,0,0.437596,0.594016,0.957785,0.921945,0.0103048,3.27578e-20,0.386025,0.952257,-0.0223862,-0.0351719,-0.0309293,0.167403,-0.0712374,-0.0362347,0.111374,0.0591647,0.0264343,-0.0164766,-0.0517017,-0.0981673,-0.00529438,-0.060498,-0.0133174,0.0460496,0.114716,-0.0242462,-0.0217561,0.0215069,0.0120744,0.104813,-0.0600062,0.13452,3,2.69295,-0.40993,0.224898,0.679502,0.652211,0.254463,0.0400259,0.0169422,0.10511,-0.0821955,-0.400223,1.82669,-0.130757,-1.59222,1.71172,0.130688,-1.53655,1.92919,-0.14203,-0.202745,1.68517,0.361046,-7.6036,6.54197,0.77362,-0.306245,-7.99075,0.808284,-2.55732,-7.11864,0.370093,-7.23857,6.22714,0,1,1,0,0.46335,-0.192932,-0.28019,0.0480257,0.132676,-0.292313,0.0951488,-0.995463
3440,0,17.1971,-0.837089,0.308364,0.998242,0.0225943,0.00985526,0.0538958,-0.0666069,-0.518554,1.92539,-0.127995,-1.59561,1.61772,0.154042,-1.57574,1.86678,-0.137891,-0.3119,1.77672,0.626533,1,0.812152,0.431975,0.0345063,0.0878868,4.61345,39.6718,0.235593,0.0120877,4.65247,0,1,17.1971,-0.837089,2.72928,-0.14267,0.319866,0.332874,3,0,0,0.443902,0.649225,0.966082,0.915865,0.0099175,5.89875e-18,0.790102,0.987985,-0.0216643,-0.0425281,-0.0384604,0.162344,-0.079413,-0.0561945,0.0849949,0.0415241,0.0257048,-0.0117703,-0.0634814,-0.103043,-0.0194927,-0.0693489,-0.0129628,0.049741,0.11602,0.00624945,-0.0254776,0.02628,-0.0051433,0.112175,-0.0834825,0.142948,3,2.695,-0.427508,0.210449,0.215287,0.341674,0.269265,0.044072,0.0221132,0.107389,-0.0694502,-0.498031,1.91025,-0.125809,-1.59167,1.62734,0.14626,-1.5666,1.8708,-0.139552,-0.292917,1.76202,1.47174,-10.3058,8.11965,-0.524576,-1.143,-6.42615,3.15771,-4.08236,-3.31475,0.583251,-9.50639,7.70335,1,0,0,1,0.438765,-0.188496,-0.274875,0.0237447,0.134221,-0.293886,0.0841408,0.996454
3445,0,17.2242,-0.838565,0.309459,0.998153,0.0227807,0.010723,0.0552794,-0.0520965,-0.620962,1.98047,-0.151217,-1.63763,1.61751,0.203936,-1.63327,1.88359,-0.125294,-0.406987,1.84214,0.612235,1,0.93754,0.253477,0.0217905,0.0923291,4.64401,63.1581,0.0783737,0.226783,3.40163,0,1,17.2242,-0.838565,2.68749,-0.150397,0.316723,0.332874,3,0,0,0.39159,0.776098,0.978445,0.911805,0.00961901,3.7219e-28,0.924619,0.797093,-0.038417,-0.017728,-0.0766494,0.0698861,-0.0172044,-0.0933404,0.177677,-0.00135157,0.0404522,-0.0219971,-0.0247381,-0.037782,-0.0119208,-0.0759437,-0.0333858,0.0759115,0.0182129,-0.0385929,-0.00508245,0.0571872,-0.0509614,0.13585,-0.110089,0.302362,3,2.65218,-0.440643,0.155345,-0.0293026,0.0804212,0.266547,0.044319,0.0239274,0.11012,-0.0554426,-0.60027,1.9742,-0.145312,-1.6265,1.61146,0.193077,-1.62035,1.87523,-0.128205,-0.387913,1.83003,1.49791,-10.2122,4.36987,-2.67784,-4.91879,1.53836,5.2899,-6.13682,2.93378,1.38506,-9.52388,6.30837,1,0,0,1,0.413223,-0.184221,-0.273267,0.00941292,0.130024,-0.285854,0.284816,0.958582
3450,0,17.2508,-0.840108,0.309796,0.998097,0.0226799,0.010666,0.0563391,-0.0367294,-0.723826,2.0184,-0.187755,-1.71186,1.69384,0.258674,-1.70572,1.96101,-0.109264,-0.503341,1.88478,0.640676,1,1.06243,0.0127932,0.0110159,0.0951463,4.67029,61.1695,0.0364727,0.0425003,2.65924,0,1,17.2508,-0.840108,2.64586,-0.156583,0.313468,0.332874,3,0,0,0.345613,0.987288,0.989045,0.90924,0.00936957,2.71903e-27,0.964184,0.95839,-0.0692351,0.000759172,-0.0554028,0.0792362,-0.0128284,-0.073186,0.183984,-0.0340864,0.0476408,-0.0155021,-0.0135482,0.025976,-0.0117405,-0.0790286,-0.010028,0.065825,-0.00324521,-0.0493767,0.00741776,0.0599036,0.000784575,0.104091,-0.106131,0.339996,3,2.61069,-0.451512,0.0742556,-0.0433335,-0.0705507,0.172097,0.0440984,0.0238493,0.112247,-0.0397683,-0.703324,2.01046,-0.179729,-1.69497,1.67324,0.247764,-1.6904,1.94103,-0.112449,-0.484019,1.8756,1.5189,-10.2705,3.94242,-3.85127,-7.9964,9.06673,5.47877,-7.50493,8.9227,1.59334,-9.65435,4.49434,1,0,0,1,0.386753,-0.179842,-0.276952,0.0091151,0.123489,-0.269565,0.478812,0.877918
3455,0,17.277,-0.841706,0.309551,0.998072,0.0225925,0.00991057,0.0569603,-0.0217624,-0.825451,2.05618,-0.234303,-1.80758,1.83481,0.30854,-1.78206,2.08692,-0.0937288,-0.599763,1.93051,0.621399,1,1.20008,0.116458,0.00023479,0.0964209,4.69565,25.6108,0.0482722,0.0435041,3.2389,0,1,17.277,-0.841706,2.59997,-0.162374,0.309473,0.332874,3,0,0,0.30117,0.890067,0.999765,0.908082,0.00913493,7.53962e-12,0.952874,0.957429,-0.0952746,0.0172242,-0.0420033,0.0922991,-0.00991322,-0.0428509,0.165908,-0.0450685,0.045517,-0.0112561,0.00259361,0.0984028,-0.0137776,-0.0771238,0.0216878,0.0497735,-0.0161266,-0.0800761,0.0155749,0.0513995,0.0521606,0.0951418,-0.0830583,0.362946,3,2.56472,-0.457404,0.026494,-0.0224961,-0.1936,0.101415,0.0439941,0.0223585,0.113525,-0.0247641,-0.80525,2.04907,-0.224298,-1.78763,1.80276,0.299241,-1.76727,2.05866,-0.0968088,-0.580506,1.92159,1.49584,-10.1328,3.68942,-4.84042,-9.8611,15.1946,4.83194,-7.59559,13.4351,1.54424,-9.63701,4.54128,1,0,0,1,0.361443,-0.175542,-0.277261,0.0240048,0.116878,-0.247759,0.654402,0.756146
3460,0,17.3028,-0.843363,0.309044,0.998059,0.0227704,0.00865213,0.0573176,-0.00699309,-0.925284,2.0867,-0.289047,-1.90567,2.01864,0.343362,-1.84161,2.24118,-0.0782569,-0.695706,1.96392,0.607562,1,1.29193,0.170284,0.0133267,0.0970606,4.71947,5.6724,0.0949899,0.0315079,3.54012,0,1,17.3028,-0.843363,2.56936,-0.167553,0.304602,0.332874,3,0,0,0.27474,0.843425,0.986762,0.907501,0.00891989,0.00343961,0.909382,0.968983,-0.112561,0.0309797,-0.0377684,0.101599,-0.00763948,-0.0152692,0.147883,-0.0358638,0.0448008,-0.00161637,0.0204978,0.153767,-0.000646675,-0.072043,0.0472482,0.0352209,-0.0232426,-0.115453,0.0191165,0.0446149,0.0971727,0.0873873,-0.056058,0.366955,3,2.53369,-0.461869,0.00183667,0.0204114,-0.301009,0.0629806,0.044484,0.0198823,0.11429,-0.00998519,-0.905462,2.08138,-0.277636,-1.88709,1.97987,0.338032,-1.83235,2.20909,-0.0814632,-0.676465,1.95948,1.4673,-9.94196,2.87997,-5.61031,-9.65595,19.0153,3.10515,-5.4073,15.8203,1.63295,-9.56388,1.83791,1,0,0,1,0.336805,-0.171358,-0.276773,0.0534444,0.110971,-0.224002,0.80049,0.599346
3465,0,17.3284,-0.84505,0.30845,0.998042,0.0233833,0.0070163,0.0575812,0.00791409,-1.02194,2.09425,-0.348204,-1.97734,2.22195,0.347713,-1.84785,2.39861,-0.0636807,-0.792114,1.99044,0.604179,1,1.28453,0.171748,0.0255655,0.0978857,4.73511,6.36284,0.129496,0.0358728,4.12816,0,1,17.3284,-0.84505,2.57182,-0.169952,0.299928,0.332874,3,0,0,0.276779,0.842192,0.974759,0.906753,0.00878151,0.00172447,0.878538,0.964763,-0.12372,0.0347697,-0.0256466,0.104635,0.00197872,0.0160633,0.121632,-0.0209407,0.0434329,0.00530711,0.0302689,0.209039,0.0121131,-0.0545107,0.0671296,0.0228944,-0.0124222,-0.153104,0.0260142,0.0330796,0.126981,0.0660034,-0.0133182,0.343059,3,2.53557,-0.466111,-0.00644157,0.167235,-0.311773,0.0657698,0.0458895,0.0166988,0.114877,0.00505397,-1.00269,2.09286,-0.336386,-1.96717,2.18118,0.349842,-1.85349,2.36833,-0.0664167,-0.772933,1.98506,1.46575,-9.62911,0.529762,-5.94472,-6.32339,20.498,-0.306951,0.846681,15.5788,1.40505,-9.62556,2.72593,1,0,0,1,0.311137,-0.167213,-0.279255,0.0955209,0.106074,-0.202088,0.908249,0.41843
