elapsed_step,reset_marker,body_x,body_y,body_z,quat_w,quat_x,quat_y,quat_z,FR_abad,FR_hip,FR_knee,FL_abad,FL_hip,FL_knee,HR_abad,HR_hip,HR_knee,HL_abad,HL_hip,HL_knee,reward_total,healthy_reward,penalty_base_xvel,penalty_base_zvel,penalty_base_zpos,penalty_base_orientation,penalty_base_straight,penalty_base_linear_accel,penalty_base_angular_vel,penalty_action_smooth,ctrl_cost,contact_cost,is_healthy,x_position,y_position,x_velocity,y_velocity,pBody_des_z,desired_h,cmd_vel_x,cmd_vel_y,cmd_vel_yaw,reward_base_xvel,reward_base_zvel,reward_base_zpos,reward_base_orientation,reward_base_straight,reward_base_linear_accel,reward_base_angular_vel,reward_action_smooth,action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_7,action_8,action_9,action_10,action_11,action_12,action_13,action_14,action_15,action_16,action_17,action_18,action_19,action_20,action_21,action_22,action_23,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18,obs_19,obs_20,obs_21,obs_22,obs_23,obs_24,obs_25,obs_26,obs_27,obs_28,obs_29,obs_30,obs_31,obs_32,obs_33,obs_34,obs_35,obs_36,obs_37,obs_38,obs_39,obs_40,obs_41,obs_42,obs_43,obs_44,obs_45
320,0,0.845674,-0.00509676,0.294035,0.998946,-0.0166647,-0.0427684,-0.000914642,0.127354,-0.693138,2.19416,-0.256351,-1.51018,2.0113,0.224954,-1.37717,2.25518,0.0212584,-0.394407,1.97679,0.688013,1,2.59771,0.0764692,0.0110929,0.0527199,0.0902606,149.821,1.53409,0.0594471,6.50578,0,1,0.845674,-0.00509676,2.1341,0.0215923,0.290337,0.332874,3,0,0,0.0744436,0.926381,0.988968,0.948646,0.913693,8.58052e-66,0.215652,0.942285,-0.0375365,0.0363485,0.0708161,0.0266111,0.0303238,0.115002,0.28961,-0.137972,0.038391,-0.0255713,-0.00157177,-0.00399073,0.00411657,0.0673848,0.023465,0.0417646,0.119063,-0.111577,0.0154996,-0.000807291,0.0837492,0.135159,0.195563,0.0319175,3,2.1241,0.0293687,-0.206948,0.798711,0.453749,0.830821,3.10809,-3.05607,3.13833,0.138409,-0.73375,2.22584,-0.253495,-1.50079,2.01648,0.224752,-1.36129,2.256,0.0142255,-0.3974,2.00873,-5.66202,21.6739,-15.741,-1.29637,-4.87711,-2.72995,0.098324,-8.34196,-0.0370555,3.57578,2.34784,-15.771,0,1,1,0,0.390701,-0.138847,-0.23442,0.157577,0.0978085,-0.286849,0.841529,-0.540211
325,0,0.867181,-0.00510178,0.294181,0.999157,-0.0126575,-0.0388743,0.00380168,0.0899411,-0.531799,2.04752,-0.270399,-1.55315,1.98598,0.227474,-1.44859,2.24285,0.0528776,-0.397914,1.84932,0.686821,1,2.54097,0.102975,0.00274927,0.0421646,0.0531447,22.7795,2.61937,0.109894,6.80489,0,1,0.867181,-0.00510178,2.15301,-0.00921193,0.295097,0.332874,3,0,0,0.0787898,0.90215,0.997255,0.958712,0.948243,1.27941e-10,0.0728484,0.895929,-0.0295423,0.0289584,0.0633009,0.0957638,0.0286313,0.0986968,0.241207,-0.0523375,0.0453735,-0.0540162,-0.0186733,-0.0646786,0.0107055,0.0258343,0.0139411,-0.00300911,0.145524,-0.144015,0.0380655,-0.0129257,0.119212,0.0439859,0.167994,0.0490019,3,2.14902,-0.0243246,-0.13348,0.89603,0.922566,0.982535,3.11652,-3.06373,-3.13496,0.0959752,-0.55963,2.07606,-0.267557,-1.54513,1.99113,0.226849,-1.4353,2.24628,0.0474078,-0.395535,1.86521,-3.27253,14.905,-14.445,-1.39951,-4.16207,-2.54501,0.278809,-6.89784,-1.48805,2.92343,-0.92685,-10.8742,0,1,1,0,0.428786,-0.146953,-0.252003,0.139427,0.0945403,-0.284768,0.741518,-0.670933
330,0,0.888592,-0.00530668,0.294901,0.999383,-0.00695812,-0.0331511,0.00923312,0.0711358,-0.412025,1.91047,-0.286367,-1.58752,1.95783,0.229108,-1.50648,2.21876,0.0687714,-0.415027,1.82471,0.649688,1,2.602,0.294743,0.0161026,0.0308261,0.117246,56.9393,4.96538,0.212541,6.1694,0,1,0.888592,-0.00530668,2.13267,-0.0302376,0.300268,0.332874,3,0,0,0.0741255,0.744723,0.984026,0.969644,0.889366,1.86892e-25,0.0069753,0.808527,-0.0381307,0.037463,-0.00413792,0.138431,0.0100148,0.0535052,0.30765,0.0455371,0.0815515,-0.0995136,-0.0409904,-0.115758,0.0615821,0.0106787,-0.0252093,-0.0163682,0.208349,-0.21301,0.0443747,-0.0213532,0.129143,-0.00444723,0.00886122,0.0676713,3,2.13354,-0.0700303,-0.0439672,1.42869,1.27861,1.13551,3.12827,-3.07515,-3.12356,0.0739863,-0.433324,1.93662,-0.282856,-1.58146,1.9638,0.22898,-1.49612,2.22453,0.0663539,-0.411312,1.82528,-1.58257,11.3269,-13.4661,-1.66542,-3.23884,-2.89576,0.119872,-5.49115,-2.64232,1.35426,-1.81518,-1.03327,0,1,1,0,0.458722,-0.151501,-0.269769,0.122798,0.090664,-0.283081,0.619119,-0.785297
335,0,0.909943,-0.00579738,0.296264,0.999545,0.00180165,-0.0257362,0.0156374,0.0657268,-0.331319,1.80426,-0.305771,-1.61156,1.92404,0.228541,-1.54941,2.17357,0.0743931,-0.437432,1.83339,0.637997,1,2.5832,0.473392,0.0278476,0.0227583,0.212878,32.8024,8.39732,0.0571034,5.98993,0,1,0.909943,-0.00579738,2.13893,-0.0612969,0.305547,0.332874,3,0,0,0.0755316,0.622886,0.972537,0.977499,0.808255,5.6765e-15,0.000225471,0.944496,-0.0329642,0.0324953,-0.0238255,0.161503,-0.00974679,0.0244282,0.279087,0.113776,0.0809232,-0.0825797,-0.0375299,-0.171608,0.0707907,-0.0292134,-0.0464246,-0.0193386,0.202784,-0.20164,0.0267743,-0.00225482,0.122172,-0.0138014,-0.0415523,0.115514,3,2.14127,-0.127888,0.0479322,2.08209,1.54646,1.29254,0.00441239,-0.0514152,0.0314,0.0660915,-0.344128,1.82257,-0.301642,-1.60759,1.93144,0.228854,-1.5418,2.18388,0.0742055,-0.432395,1.83091,-0.327275,7.24562,-9.90718,-2.01408,-2.19446,-3.51965,-0.0916003,-4.00275,-5.32381,0.336192,-2.36397,1.14212,0,1,1,0,0.480555,-0.153105,-0.284995,0.107288,0.0854741,-0.282625,0.472739,-0.881203
340,0,0.931625,-0.00668712,0.298037,0.999516,0.012042,-0.0174487,0.0227711,0.0757897,-0.3094,1.76676,-0.323596,-1.62607,1.8815,0.229039,-1.58113,2.12241,0.0744957,-0.466178,1.84588,0.610088,1,2.42736,0.555995,0.037656,0.0242056,0.341907,50.4679,9.44967,0.161522,5.06726,0,1,0.931625,-0.00668712,2.19088,-0.102824,0.310589,0.332874,3,0,0,0.08827,0.573501,0.963044,0.976085,0.710414,1.20806e-22,7.87154e-05,0.850848,-0.00701407,-0.0263044,0.00954504,0.15976,-0.0434789,0.0402519,0.136578,0.176771,0.0570513,-0.0339186,-0.00311933,-0.178285,0.0580983,-0.0525742,-0.0414352,-0.000474613,0.165801,-0.164828,-0.0124876,0.0216505,0.113312,0.00400419,0.0549756,0.171412,3,2.1892,-0.199023,0.112505,2.17565,1.66524,1.39399,0.0248841,-0.0343388,0.0459837,0.0736143,-0.308857,1.76687,-0.320279,-1.62382,1.89074,0.228866,-1.57559,2.1328,0.0750403,-0.459561,1.84349,1.47093,0.947752,-2.77201,-1.68652,-1.26677,-4.4633,0.119512,-2.97894,-5.13326,-0.050957,-3.03514,1.23071,0,1,1,0,0.488951,-0.150375,-0.294492,0.0917564,0.0802098,-0.283505,0.303526,-0.952823
345,0,0.954028,-0.0078301,0.299836,0.99927,0.022253,-0.00962668,0.0295226,0.0821615,-0.347016,1.82074,-0.337403,-1.63445,1.82988,0.228866,-1.60359,2.0598,0.067832,-0.512346,1.86377,0.621601,1,2.1726,0.520589,0.0439182,0.0364996,0.402139,88.0124,7.04907,0.0270761,3.8465,0,1,0.954028,-0.0078301,2.2758,-0.120996,0.314475,0.332874,3,0,0,0.113881,0.594171,0.957032,0.964158,0.668888,5.97983e-39,0.000868218,0.973287,0.000406773,-0.0298378,-0.0094853,0.168629,-0.0600656,0.0103526,0.0966161,0.176064,0.0433491,-0.0380818,-0.0183741,-0.187837,0.0243316,-0.0697358,-0.0388874,0.00344481,0.183475,-0.152372,-0.0149892,0.0287251,0.0814223,0.00681622,0.00832051,0.177696,3,2.26789,-0.248299,0.137981,1.93379,1.37059,1.19624,0.0450643,-0.0179263,0.0594751,0.0807075,-0.334808,1.80429,-0.335227,-1.63307,1.84101,0.228764,-1.59937,2.07299,0.0697467,-0.500438,1.85788,0.552796,-4.89008,6.9451,-1.26409,-0.759997,-5.35306,-0.0688347,-2.04999,-6.85984,-0.755751,-5.08178,2.04334,0,1,1,0,0.482377,-0.148234,-0.29002,0.0750085,0.0758096,-0.285237,0.123087,-0.992396
350,0,0.977219,-0.0090926,0.301448,0.998926,0.0299934,-0.00407655,0.0350841,0.0959413,-0.437252,1.9218,-0.348491,-1.64481,1.77595,0.240404,-1.63134,2.00869,0.0559017,-0.597377,1.91479,0.623534,1,2.03527,0.437527,0.0389286,0.0537068,0.447554,32.7379,3.2574,0.0518407,4.78155,0,1,0.977219,-0.0090926,2.32158,-0.13403,0.314424,0.332874,3,0,0,0.130646,0.645631,0.961819,0.94771,0.63919,6.05473e-15,0.0384884,0.94948,0.00209687,-0.0321664,-0.0396095,0.163866,-0.0767332,-0.0195187,0.069719,0.12317,0.031225,-0.0359614,-0.0413405,-0.189866,0.00438142,-0.0793685,-0.0263478,0.022671,0.189277,-0.0895208,-0.0161774,0.0405227,0.0466114,0.0462238,-0.0452395,0.163848,3,2.30792,-0.288056,0.139623,1.17234,0.872939,1.05877,0.0602459,-0.00603979,0.0703968,0.0928782,-0.418148,1.90677,-0.345008,-1.6403,1.78369,0.233943,-1.62326,2.01381,0.0566009,-0.578748,1.9068,1.32929,-9.62681,10.7796,-1.27363,-1.40712,-4.98355,1.99646,-3.27901,-4.10714,-1.01542,-8.96676,5.73526,1,0,0,1,0.461618,-0.145194,-0.278029,0.0564231,0.0731789,-0.286562,0.0593823,0.998235
355,0,1.0003,-0.0104852,0.302297,0.998604,0.034175,-0.000769051,0.0402656,0.107522,-0.53454,1.98373,-0.377068,-1.68984,1.77577,0.288313,-1.68513,2.02039,0.0587319,-0.701456,1.93351,0.62857,1,2.10858,0.123738,0.026794,0.0697947,0.477627,129.181,1.73593,0.250875,2.02992,0,1,1.0003,-0.0104852,2.29714,-0.141734,0.311228,0.332874,3,0,0,0.12141,0.883611,0.973562,0.932585,0.620253,7.89884e-57,0.176237,0.77812,-0.0213304,-0.0104081,-0.0822074,0.0652759,-0.0182691,-0.0756773,0.17004,0.0764915,0.0370863,-0.0514261,-0.00441645,-0.1098,0.0109453,-0.0895742,-0.0500689,0.0600758,0.079709,-0.108394,0.00191197,0.0762352,-0.013789,0.096391,-0.077345,0.308544,3,2.27847,-0.322984,0.0536263,0.707192,0.548736,0.966796,0.0683698,0.0012162,0.0805586,0.105815,-0.515062,1.97143,-0.370272,-1.67813,1.77073,0.277555,-1.67304,2.01323,0.0577636,-0.679514,1.93174,1.02684,-9.7989,6.10499,-3.185,-5.21782,1.27408,5.16852,-5.7547,2.38231,0.413087,-10.7528,1.3144,1,0,0,1,0.437255,-0.141343,-0.276818,0.0426208,0.0694094,-0.278609,0.261873,0.965102
360,0,1.02303,-0.0119572,0.30215,0.998328,0.0365568,0.0012421,0.0447513,0.112355,-0.629078,2.04116,-0.415891,-1.76573,1.84109,0.344928,-1.75195,2.09055,0.0663463,-0.801187,1.95522,0.6404,1,2.2292,0.141405,0.0185688,0.0835855,0.515568,71.586,0.940507,0.0719737,2.34217,0,1,1.02303,-0.0119572,2.25693,-0.151928,0.308339,0.332874,3,0,0,0.107614,0.868138,0.981603,0.919812,0.597161,8.13916e-32,0.39043,0.930555,-0.0511873,0.0041425,-0.061309,0.069394,0.00313646,-0.0443148,0.160554,0.00607047,0.0500264,-0.0466103,0.000259095,-0.0283816,0.0253766,-0.0834268,-0.0282774,0.044736,0.0548813,-0.111357,0.0287909,0.0738044,0.0396925,0.04594,-0.0741309,0.345644,3,2.23426,-0.355817,-0.0229546,0.379097,0.329754,0.829491,0.0729462,0.00575201,0.0893826,0.111658,-0.610436,2.03033,-0.407592,-1.74861,1.82329,0.333516,-1.73799,2.07212,0.0643768,-0.78266,1.95047,0.381791,-9.36686,5.58395,-4.02664,-8.12584,7.79789,5.72401,-6.87213,8.15478,0.875338,-9.59926,2.39025,1,0,0,1,0.414099,-0.139643,-0.274112,0.0401084,0.0665926,-0.261485,0.458526,0.888681
365,0,1.04539,-0.013543,0.301279,0.998103,0.037834,0.00213631,0.048516,0.116475,-0.722429,2.08632,-0.460813,-1.86189,1.96219,0.397036,-1.82138,2.20888,0.0779223,-0.8891,1.96726,0.628861,1,2.32551,0.334615,0.00907784,0.0948343,0.554528,40.9653,0.515801,0.0287268,2.66168,0,1,1.04539,-0.013543,2.22483,-0.162271,0.304305,0.332874,3,0,0,0.0977335,0.715613,0.990963,0.909524,0.574343,1.61805e-18,0.597022,0.971682,-0.0661593,0.0298131,-0.0642846,0.0729217,0.00658674,-0.0234027,0.156026,-0.0190546,0.0557143,-0.0404387,0.0162063,0.0196329,0.0355641,-0.0841365,0.00040303,0.0369345,0.0262396,-0.135089,0.0359522,0.0728718,0.082017,0.0435876,-0.0679933,0.371759,3,2.19866,-0.3846,-0.0813408,0.163117,0.088601,0.69379,0.075391,0.0079357,0.0968406,0.115205,-0.703293,2.08106,-0.451509,-1.84169,1.93448,0.387402,-1.80793,2.18206,0.0754827,-0.871561,1.96609,0.41493,-9.28481,4.70521,-4.59112,-9.9165,13.0879,5.03317,-6.90304,12.6918,1.18315,-8.84062,0.103688,1,0,0,1,0.39215,-0.138696,-0.271205,0.0508242,0.066148,-0.238696,0.637933,0.770092
370,0,1.06751,-0.0152181,0.299808,0.997912,0.0386797,0.00208479,0.0516842,0.122889,-0.817345,2.11859,-0.509652,-1.96346,2.12417,0.43158,-1.87377,2.35609,0.0910161,-0.970704,1.97637,0.615671,1,2.3795,0.49319,3.52162e-05,0.104402,0.590416,13.5528,0.392396,0.0373783,2.50586,0,1,1.06751,-0.0152181,2.20683,-0.171442,0.29982,0.332874,3,0,0,0.0925965,0.610676,0.999965,0.900863,0.554096,1.30047e-06,0.675436,0.963312,-0.0812761,0.041014,-0.0538648,0.0781594,0.0152307,0.00697342,0.131908,-0.0355522,0.0541967,-0.0352159,0.0263255,0.0906026,0.0433455,-0.0684677,0.0311926,0.0247104,0.0132501,-0.165047,0.0424297,0.0601311,0.115683,0.0352563,-0.0367914,0.361804,3,2.17734,-0.410024,-0.132699,0.150903,-0.0540039,0.605564,0.0770612,0.00815922,0.103178,0.121522,-0.798396,2.11181,-0.499795,-1.94381,2.08978,0.426567,-1.86613,2.32547,0.0881746,-0.955102,1.97458,0.656621,-9.4733,3.36503,-4.92707,-10.0901,16.8183,3.01239,-4.68225,15.1133,1.35877,-7.95819,0.947409,1,0,0,1,0.369232,-0.136719,-0.272242,0.0747407,0.0680361,-0.213764,0.786872,0.617117
375,0,1.0896,-0.016976,0.298037,0.997725,0.0395217,0.0013273,0.0546066,0.130005,-0.912377,2.15095,-0.557146,-2.04495,2.30626,0.431181,-1.86927,2.50568,0.106033,-1.04601,1.97566,0.609317,1,2.35374,0.540488,0.00838809,0.11377,0.618757,4.61097,0.399882,0.0271939,4.13254,0,1,1.0896,-0.016976,2.21542,-0.177959,0.295241,0.332874,3,0,0,0.0950135,0.582464,0.991647,0.892463,0.538614,0.00994216,0.670399,0.973172,-0.093165,0.0442899,-0.0476805,0.0804513,0.0199075,0.0328709,0.104699,-0.024668,0.0517482,-0.0265103,0.0387505,0.144041,0.0547205,-0.0508533,0.0513593,0.0155971,0.0158174,-0.198519,0.0394453,0.0491296,0.137181,0.0362987,-0.000398112,0.345935,3,2.18249,-0.431747,-0.15016,0.123167,-0.185922,0.59173,0.0788021,0.00696492,0.109079,0.128471,-0.893329,2.1449,-0.548257,-2.03198,2.26948,0.434923,-1.87764,2.47709,0.102887,-1.03119,1.9765,0.73648,-9.51524,3.15558,-4.63999,-7.48867,18.4162,-0.890715,2.00444,14.7777,1.53416,-7.47268,-0.596905,1,0,0,1,0.347096,-0.13496,-0.270724,0.110228,0.0716015,-0.190708,0.898852,0.438253
380,0,1.112,-0.018742,0.296467,0.997516,0.0404389,0.000352953,0.057673,0.137127,-1.00798,2.17668,-0.59637,-2.06136,2.48698,0.368635,-1.73038,2.61898,0.122089,-1.11507,1.96973,0.617999,1,2.20752,0.388439,0.0155637,0.124194,0.619778,113.261,0.441269,0.0355035,9.66985,0,1,1.112,-0.018742,2.26416,-0.175356,0.291279,0.332874,3,0,0,0.109974,0.678115,0.984557,0.883208,0.538064,6.47704e-50,0.64322,0.965119,-0.0997428,0.0388553,-0.0390224,0.0748146,0.0267635,0.0557694,0.0776751,-0.00832772,0.0472702,-0.02317,0.0427007,0.198065,0.0485954,-0.0229943,0.0651038,0.012532,0.0429322,-0.231903,0.0374749,0.0404062,0.136673,0.0291146,0.0481518,0.303859,3,2.2284,-0.444516,-0.102761,0.128162,-0.128756,0.638956,0.080725,0.00536864,0.115288,0.135606,-0.988847,2.17221,-0.590006,-2.06677,2.45254,0.386878,-1.77338,2.60181,0.118702,-1.10209,1.97157,0.719791,-9.57972,2.4063,-3.64243,0.169819,17.812,-7.67694,17.3984,10.2076,1.64534,-6.70887,-0.718065,1,0,0,1,0.325037,-0.133294,-0.268899,0.155162,0.0754535,-0.17301,0.969198,0.246284
385,0,1.13488,-0.0202475,0.295726,0.997311,0.0412536,1.62134e-05,0.0605762,0.143872,-1.10224,2.19303,-0.620446,-1.92947,2.6323,0.229493,-1.39843,2.63914,0.137568,-1.17745,1.95254,0.650419,1,2.12323,0.124249,0.0216244,0.134464,0.489189,74.7737,0.231693,0.0667395,11.6418,0,1,1.13488,-0.0202475,2.29226,-0.129317,0.288518,0.332874,3,0,0,0.119645,0.88316,0.978608,0.874184,0.613124,3.35891e-33,0.793189,0.935439,-0.0918818,0.0266419,-0.0339195,0.0588915,0.0220394,0.0627155,0.0419265,0.0412693,0.0400601,-0.0226891,0.0442577,0.240062,0.0212603,0.00994703,0.0538737,0.0166272,0.0844052,-0.256302,0.0235273,0.0393067,0.0914309,0.0209813,0.120537,0.238359,3,2.2596,-0.408299,-0.0191039,0.0413099,-0.0622844,0.475508,0.0823776,0.00503034,0.121123,0.142251,-1.08371,2.19078,-0.617714,-1.97193,2.60869,0.261766,-1.47619,2.64472,0.13443,-1.16471,1.95739,0.697661,-9.35209,1.4237,-1.96008,17.0779,13.4216,-15.3016,36.9813,-0.335968,1.52502,-6.16379,-2.35703,1,0,0,1,0.302931,-0.13165,-0.267508,0.206965,0.0776467,-0.1633,0.998525,0.0542969
390,0,1.15748,-0.0212354,0.295526,0.997255,0.0412257,-0.00185977,0.061483,0.155514,-1.19014,2.17784,-0.616923,-1.59219,2.6829,0.0669419,-1.01759,2.54465,0.155659,-1.2439,1.92459,0.65523,1,2.31108,0.0580547,0.023601,0.137268,0.357581,87.9177,0.38207,0.127605,7.15208,0,1,1.15748,-0.0212354,2.22964,-0.0838014,0.287659,0.332874,3,0,0,0.0991542,0.943598,0.976675,0.871737,0.699366,6.57376e-39,0.682447,0.880201,-0.0667164,0.00089511,-0.012862,0.0430914,0.0184006,0.055197,-0.0232737,0.082784,0.0340136,-0.0187268,0.028738,0.288593,-0.0146562,0.0514361,0.0237123,0.0244257,0.110441,-0.237648,0.000774237,0.0282534,0.0139569,0.00131239,0.223813,0.142701,3,2.20233,-0.358229,-0.00934354,0.0289182,-0.616645,0.0313417,0.0825475,0.00136003,0.123093,0.15305,-1.173,2.18124,-0.622432,-1.67656,2.6845,0.0980514,-1.08709,2.57118,0.151857,-1.23068,1.93101,1.25722,-8.64775,-1.89969,1.32627,38.0208,2.36581,-16.1411,37.0471,-11.6661,1.89682,-6.69438,-2.95704,1,0,0,1,0.278558,-0.128075,-0.271545,0.259336,0.0775193,-0.162752,0.992176,-0.124845
395,0,1.17923,-0.0223874,0.295115,0.997285,0.0400886,-0.0055752,0.0615123,0.171797,-1.2725,2.16454,-0.556915,-1.14401,2.59545,-0.0411978,-0.737331,2.39085,0.17695,-1.30385,1.89276,0.620328,1,2.55658,0.199961,0.0174433,0.135733,0.538454,129.722,0.651221,0.0945963,4.23311,0,1,1.17923,-0.0223874,2.14781,-0.142172,0.289301,0.332874,3,0,0,0.0775695,0.818763,0.982708,0.873076,0.58365,4.59731e-57,0.521409,0.90974,-0.0571143,-0.0280993,-0.0092596,0.00651504,0.0386708,0.055807,-0.0343218,0.0496658,0.036232,-0.00381604,0.00760997,0.355865,0.0342945,0.0827557,-0.00847615,0.0348808,0.124992,-0.152232,-0.000565087,0.0267492,-0.0341616,-0.0265676,0.237229,0.0583666,3,2.11297,-0.410399,-0.0682609,-0.299015,-0.746441,0.068095,0.0807347,-0.00618828,0.123453,0.168343,-1.25634,2.16677,-0.569421,-1.22658,2.62088,-0.0235147,-0.785163,2.42418,0.17277,-1.29258,1.89847,1.67619,-8.14003,-1.21487,6.33967,44.0682,-11.081,-9.64684,25.8257,-16.1088,2.09114,-5.84031,-2.92175,1,0,0,1,0.254624,-0.123279,-0.274452,0.313798,0.0774078,-0.175641,0.957837,-0.287311
400,0,1.20083,-0.0243437,0.294035,0.997397,0.0360945,-0.00885866,0.0617918,0.196001,-1.35078,2.15384,-0.47628,-0.823663,2.43722,-0.0908519,-0.540185,2.22143,0.203895,-1.35456,1.86338,0.58323,1,2.47128,0.390522,0.00431754,0.130157,0.773507,60.3202,1.03137,0.156805,6.93642,0,1,1.20083,-0.0243437,2.17624,-0.217263,0.292596,0.332874,3,0,0,0.0844766,0.676703,0.995692,0.877957,0.461392,6.35708e-27,0.356517,0.854871,-0.0285361,-0.050431,-0.0234463,-0.0500611,0.055928,0.068521,0.00154402,-0.0425546,0.0277045,0.00505849,-0.00431785,0.337386,0.135965,0.0991024,-0.0298685,0.0590537,0.141104,-0.0643335,0.0111286,0.0331543,-0.0697685,-0.0729966,0.150768,-0.0188124,3,2.12976,-0.493907,-0.142683,-0.847392,-0.550653,0.100404,0.0731675,-0.0132109,0.124232,0.191004,-1.33536,2.15605,-0.49193,-0.876397,2.47073,-0.0835664,-0.574694,2.25575,0.198409,-1.3451,1.86961,2.51435,-7.76648,-1.06605,8.11854,28.9005,-16.4711,-4.102,18.3842,-17.0772,2.7683,-4.89684,-2.99693,1,0,0,1,0.232129,-0.116719,-0.274742,0.364901,0.0797889,-0.195289,0.902377,-0.430948
405,0,1.2229,-0.0267229,0.292576,0.997463,0.0325774,-0.011526,0.0622317,0.220855,-1.42536,2.14042,-0.40504,-0.619896,2.2685,-0.116711,-0.391891,2.04665,0.230876,-1.39671,1.82757,0.588656,1,2.31376,0.455657,0.0133419,0.126834,0.87877,33.32,0.590964,0.0522394,4.46444,0,1,1.2229,-0.0267229,2.22875,-0.248385,0.297023,0.332874,3,0,0,0.0988886,0.634031,0.986747,0.88088,0.415293,3.38288e-15,0.553793,0.949102,-0.0181631,-0.066229,-0.00903806,-0.0677432,0.0592449,0.0783614,0.0583711,-0.119251,0.015885,-0.00737302,0.00968604,0.316515,0.155245,0.113099,-0.0315996,0.0687269,0.169317,-0.0567137,0.0219851,0.0272662,-0.0908543,-0.0637095,0.0869268,-0.0294382,3,2.17613,-0.533955,-0.177234,-0.604314,-0.456897,0.130434,0.0664849,-0.0189399,0.125248,0.216048,-1.41082,2.14352,-0.418013,-0.654274,2.30205,-0.112583,-0.418514,2.08146,0.225616,-1.38897,1.83543,2.45887,-7.37273,-1.4326,6.82937,18.5826,-16.8667,-2.2852,14.0325,-17.5024,2.6687,-4.04143,-3.74913,1,0,0,1,0.20999,-0.110325,-0.273625,0.407216,0.0835109,-0.217525,0.826464,-0.562989
410,0,1.24549,-0.0293011,0.291074,0.997447,0.0308138,-0.0137568,0.0629363,0.243058,-1.49453,2.12089,-0.352051,-0.485106,2.11072,-0.133142,-0.27211,1.86993,0.255749,-1.42998,1.78263,0.593779,1,2.16474,0.440921,0.0336709,0.127656,0.938787,29.9315,0.258563,0.0266631,3.42895,0,1,1.24549,-0.0293011,2.27842,-0.264094,0.302298,0.332874,3,0,0,0.11478,0.643444,0.96689,0.880156,0.391102,1.00209e-13,0.77216,0.973689,-0.0144372,-0.0730417,0.0198888,-0.0541205,0.0481791,0.0897074,0.0788318,-0.149757,0.0122804,-0.00918412,0.0167449,0.284286,0.139062,0.122631,-0.0309786,0.0633177,0.219442,-0.0550004,0.0242101,0.0105535,-0.0907097,-0.0530798,0.044628,-0.0254942,3,2.22197,-0.55827,-0.183638,-0.238924,-0.407594,0.188006,0.0632615,-0.023567,0.126773,0.238855,-1.4812,2.12542,-0.361293,-0.508018,2.14114,-0.130486,-0.294061,1.90468,0.250905,-1.42402,1.79236,2.15899,-6.79671,-2.09806,4.93769,12.3661,-15.4958,-1.48343,11.4914,-17.6149,2.44817,-3.15076,-4.68091,1,0,0,1,0.187851,-0.104832,-0.271895,0.440409,0.0864639,-0.240444,0.730957,-0.682424
415,0,1.26861,-0.0319992,0.289741,0.99736,0.030586,-0.0155368,0.0639937,0.260938,-1.55121,2.08324,-0.316979,-0.398686,1.9766,-0.142596,-0.177899,1.70275,0.278909,-1.45352,1.72749,0.604333,1,1.98455,0.329003,0.0550228,0.131977,0.970347,217.893,0.0914483,0.0242539,3.18967,0,1,1.26861,-0.0319992,2.33848,-0.270117,0.308082,0.332874,3,0,0,0.137443,0.719641,0.946464,0.876362,0.378951,2.34641e-95,0.912608,0.976038,-0.010962,-0.0746388,0.0489827,-0.032948,0.0306322,0.0949841,0.0769103,-0.158284,0.00990845,-0.00443537,0.0196587,0.243645,0.10643,0.125886,-0.0304381,0.0562983,0.267644,-0.0483233,0.0198397,-0.00779469,-0.0835381,-0.0484047,0.0180518,-0.0186872,3,2.28015,-0.574601,-0.155711,-0.0944876,-0.188942,0.216382,0.063064,-0.0270803,0.129005,0.257618,-1.54184,2.09364,-0.323253,-0.412958,2.00123,-0.141659,-0.190838,1.73165,0.274345,-1.45,1.73963,1.38662,-4.61797,-5.73032,3.0961,7.75006,-12.9341,-0.880595,9.52072,-16.8422,2.28052,-2.2069,-5.69448,1,0,0,1,0.164859,-0.100074,-0.271231,0.463895,0.0877654,-0.262461,0.617514,-0.78656
