time/iterations,train/action_std_23,train/action_std_04,train/action_std_02,rollout/force_direction_mean,rollout/is_timeout_mean,rollout/ep_rew_mean,train/action_std_19,train/action_std_05,train/std_max,train/action_std_08,train/action_std_12,train/action_std_17,rollout/action_saturation_fraction,train/action_std_18,train/action_std_20,rollout/force_onset_mean,train/action_std_10,time/total_timesteps,train/action_std_00,train/action_std_13,time/fps,train/action_std_16,train/action_std_03,train/action_std_15,train/action_std_22,train/action_std_09,rollout/is_fall_mean,rollout/episodes_noforce,train/action_std_07,train/action_std_06,train/action_std_01,rollout/force_requested_impulse_mean,train/action_std_11,rollout/recovery_noforce,train/action_std_24,train/action_std_14,rollout/ep_len_mean,train/std_min,time/time_elapsed,train/action_std_21,train/entropy_loss,train/clip_fraction,train/clip_range,train/clip_range_vf,train/std,rollout/timeouts,rollout/timeout_without_onset_fraction,train/approx_kl,train/value_loss,train/loss,train/explained_variance,train/learning_rate,train/n_updates,train/policy_gradient_loss
66,0.057210084050893784,0.05721957981586456,0.05679091811180115,-1.0,0.4759036144578313,509.5459289550781,0.057398077100515366,0.05725366622209549,0.057398077100515366,0.05674108490347862,0.056556347757577896,0.056569334119558334,0.0,0.05716365948319435,0.05675600841641426,1.3966506024096395,0.05674704909324646,8650752,0.05623330548405647,0.056756697595119476,2158,0.057208023965358734,0.05706745386123657,0.05675661563873291,0.05650380998849869,0.05690368264913559,0.5240963855421686,166,0.0572027750313282,0.0568910650908947,0.05667170137166977,0.0,0.05702497810125351,0.4759036144578313,0.05689622089266777,0.0568985678255558,789.08,0.05623330548405647,4007,0.056684914976358414,36.2205542832613,0.10791473388671875,0.1,0.2,0.05688422545790672,79,0.0,0.0022008093,0.44188092318363487,0.7961054444313049,0.893295407295227,1e-05,650,-0.0026891097940278997
67,0.05741844326257706,0.05732070282101631,0.056948158890008926,-1.0,0.4585987261146497,531.5220947265625,0.05752137303352356,0.057398721575737,0.05752137303352356,0.056848056614398956,0.0566924586892128,0.05672275647521019,0.0,0.05733839049935341,0.05684017017483711,1.4118343949044596,0.0568106472492218,8781824,0.05641576275229454,0.0569840669631958,2158,0.05727717652916908,0.057203005999326706,0.056850917637348175,0.05658793821930885,0.056981105357408524,0.5414012738853503,157,0.057309072464704514,0.056973621249198914,0.05674132704734802,0.0,0.05714340880513191,0.4585987261146497,0.05701582878828049,0.056967537850141525,816.94,0.05641576275229454,4069,0.056752584874629974,36.166597911715506,0.10740280151367188,0.1,0.2,0.05700252577662468,72,0.0,0.0022412466,0.5354924810351804,0.8173496723175049,0.8912549614906311,1e-05,660,-0.0028551585553032053
68,0.05750421807169914,0.05744088813662529,0.057116780430078506,-1.0,0.5625,502.3553771972656,0.05761146545410156,0.05751657485961914,0.05761146545410156,0.05693547800183296,0.056806258857250214,0.05686504393815994,0.0,0.05744677409529686,0.056935328990221024,1.414050000000001,0.05698143318295479,8912896,0.05649823322892189,0.05711422115564346,2157,0.057383082807064056,0.05724310129880905,0.05691525712609291,0.05664685741066933,0.05716220289468765,0.4375,160,0.057389527559280396,0.05708681792020798,0.056903354823589325,0.0,0.057303253561258316,0.5625,0.057099081575870514,0.05701596289873123,772.45,0.05649823322892189,4130,0.05684412643313408,36.11688521504402,0.1152130126953125,0.1,0.2,0.057110611349344254,90,0.0,0.0023287218,0.44886883511208,0.8558948040008545,0.8988735675811768,1e-05,670,-0.00296394399347264
69,0.057589299976825714,0.05757558345794678,0.05721379444003105,-1.0,0.575,520.9293823242188,0.05763709917664528,0.057668644934892654,0.057668644934892654,0.05700700730085373,0.056915175169706345,0.05702342838048935,0.0,0.05759039521217346,0.057062648236751556,1.421275000000001,0.05717187747359276,9043968,0.05659967660903931,0.05726923048496246,2157,0.05748547986149788,0.057385750114917755,0.057061437517404556,0.05673300847411156,0.057206686586141586,0.425,160,0.05742579698562622,0.057176388800144196,0.056949108839035034,0.0,0.05744936317205429,0.575,0.057179417461156845,0.057093583047389984,806.39,0.05659967660903931,4191,0.056945279240608215,36.07020542621613,0.11474838256835937,0.1,0.2,0.05721660703420639,92,0.0,0.0023265046,0.42234661797992884,0.768203616142273,0.888205349445343,1e-05,680,-0.002840766734971112
70,0.057759806513786316,0.05772455036640167,0.057290218770504,-1.0,0.4941860465116279,493.3335266113281,0.05774770304560661,0.05782280117273331,0.05782280117273331,0.0571339949965477,0.057065777480602264,0.05711635947227478,0.0,0.057698268443346024,0.05716564878821373,1.3914767441860476,0.05731097236275673,9175040,0.05667048320174217,0.05734698846936226,2157,0.057577766478061676,0.057541701942682266,0.057182278484106064,0.05690612271428108,0.057274337857961655,0.5058139534883721,172,0.05747384577989578,0.057321302592754364,0.05709503963589668,0.0,0.05756789818406105,0.4941860465116279,0.0573589950799942,0.05719757825136185,758.05,0.05667048320174217,4252,0.05711657553911209,36.0199731439352,0.11431198120117188,0.1,0.2,0.05733868107199669,85,0.0,0.002312375,0.4902746640378609,0.7693848609924316,0.8886171579360962,1e-05,690,-0.0029393066742159136
71,0.057829517871141434,0.057851359248161316,0.0574151873588562,-1.0,0.532051282051282,515.0575561523438,0.05788717791438103,0.05797945708036423,0.05797945708036423,0.057323940098285675,0.05718860402703285,0.05723726004362106,0.0,0.05783970654010773,0.05728496238589287,1.380551282051283,0.057412244379520416,9306112,0.0567697174847126,0.05748738721013069,2157,0.05769539624452591,0.05768272653222084,0.0573233962059021,0.05697571486234665,0.05739234387874603,0.46794871794871795,156,0.05756140500307083,0.05743023380637169,0.05713531747460365,0.0,0.057640012353658676,0.532051282051282,0.05746244639158249,0.05725736543536186,796.87,0.0567697174847126,4314,0.05721734091639519,35.96938649117946,0.11965408325195312,0.1,0.2,0.05745121091604233,83,0.0,0.00236053,0.46080342973582444,0.8130283355712891,0.8938833475112915,1e-05,700,-0.00313098623564656
72,0.057921234518289566,0.057981353253126144,0.05754448473453522,-1.0,0.547486033519553,506.4308166503906,0.058020222932100296,0.058196213096380234,0.058196213096380234,0.05740749463438988,0.05726142227649689,0.05738561227917671,0.0,0.057950299233198166,0.05737197399139404,1.3914525139664813,0.057500872761011124,9437184,0.05691704526543617,0.05755693092942238,2156,0.05781814455986023,0.057846490293741226,0.057444240897893906,0.05709758400917053,0.05748872831463814,0.45251396648044695,179,0.057635534554719925,0.057544831186532974,0.057316508144140244,0.0,0.05781392380595207,0.547486033519553,0.057620130479335785,0.05732405185699463,782.84,0.05691704526543617,4375,0.057408206164836884,35.917543017864226,0.10977783203125,0.1,0.2,0.05757493898272514,98,0.0,0.0022253725,0.4527212661458179,0.7111051678657532,0.8873580098152161,1e-05,710,-0.0028263240509659227
73,0.058039166033267975,0.058106813579797745,0.057665880769491196,-1.0,0.52,495.9197692871094,0.058193061500787735,0.058286525309085846,0.058286525309085846,0.05746307596564293,0.05738000199198723,0.057496774941682816,0.0,0.058073531836271286,0.05747551843523979,1.404760000000001,0.057626064866781235,9568256,0.05704805254936218,0.05767180770635605,2156,0.057927973568439484,0.05794663727283478,0.057594116777181625,0.05727031081914902,0.05764796957373619,0.48,150,0.05782957002520561,0.057573333382606506,0.057425741106271744,0.0,0.057820238173007965,0.52,0.0577864870429039,0.05749053880572319,764.88,0.05704805254936218,4437,0.05756078660488129,35.86462982594967,0.11343154907226563,0.1,0.2,0.05769599974155426,78,0.0,0.002303647,0.4640688362764195,0.7788652777671814,0.8927628397941589,1e-05,720,-0.003003414996146603
74,0.05807949975132942,0.05820745229721069,0.0577121376991272,-1.0,0.4883720930232558,520.413330078125,0.0582992285490036,0.05841634050011635,0.05841634050011635,0.05760739743709564,0.057509854435920715,0.0576343797147274,0.0,0.05820675939321518,0.05759255215525627,1.3779651162790707,0.05774281546473503,9699328,0.05716059356927872,0.057750992476940155,2156,0.0580102801322937,0.05811513960361481,0.05769774690270424,0.057368457317352295,0.05781490355730057,0.5116279069767442,172,0.05790572986006737,0.057699054479599,0.05754493921995163,0.0,0.05792853981256485,0.4883720930232558,0.05791934207081795,0.05768855661153793,804.2,0.05716059356927872,4498,0.05764927715063095,35.81380973756313,0.11014022827148437,0.1,0.2,0.057810477912425995,84,0.0,0.002220986,0.4833421883871779,0.8338445425033569,0.8890277147293091,1e-05,730,-0.0027069410979038365
75,0.058235324919223785,0.05839398875832558,0.05782437324523926,-1.0,0.4968553459119497,518.9625854492188,0.0583992525935173,0.05853072553873062,0.05853072553873062,0.05772921442985535,0.05763176828622818,0.05773867294192314,0.0,0.058356065303087234,0.05770589038729668,1.3771949685534601,0.05784974619746208,9830400,0.05731610953807831,0.05788227915763855,2155,0.05811301991343498,0.058167871087789536,0.057807378470897675,0.057512156665325165,0.05791366845369339,0.5031446540880503,159,0.05803985521197319,0.057787273079156876,0.05760318040847778,0.0,0.05806899070739746,0.4968553459119497,0.057982802391052246,0.05782289803028107,799.6,0.05731610953807831,4560,0.05776936560869217,35.76368837654591,0.1103057861328125,0.1,0.2,0.05792727321386337,79,0.0,0.0022626957,0.4976491565117612,0.8804651498794556,0.89951491355896,1e-05,740,-0.0026537045423538075
76,0.05831773206591606,0.05851317197084427,0.057967931032180786,-1.0,0.5575757575757576,507.8130798339844,0.05852314829826355,0.058637745678424835,0.058637745678424835,0.05786057561635971,0.05777199566364288,0.057831861078739166,0.0,0.05840631201863289,0.05783679708838463,1.4055636363636375,0.05804862827062607,9961472,0.05747569724917412,0.05797369405627251,2155,0.058180756866931915,0.05830485746264458,0.057865776121616364,0.05767592042684555,0.05810748040676117,0.44242424242424244,165,0.058159664273262024,0.05798165500164032,0.05770086869597435,0.0,0.0581468790769577,0.5575757575757576,0.058133047074079514,0.057955022901296616,780.33,0.05747569724917412,4620,0.05788322910666466,35.711304956674574,0.1102813720703125,0.1,0.2,0.05805041268467903,92,0.0,0.0022569774,0.492176222242415,0.8230536580085754,0.8925235867500305,1e-05,750,-0.0027500462223542855
77,0.05850866809487343,0.058691732585430145,0.05803069472312927,-1.0,0.5448717948717948,515.6255493164062,0.05868430435657501,0.05882620811462402,0.05882620811462402,0.057883039116859436,0.05787384882569313,0.05793066695332527,0.0,0.05855615809559822,0.057877350598573685,1.3952692307692318,0.05811184272170067,10092544,0.05766644701361656,0.058091964572668076,2155,0.05830221623182297,0.058532554656267166,0.05799604952335358,0.057738739997148514,0.058269061148166656,0.4551282051282051,156,0.05831306055188179,0.05810732766985893,0.05778001248836517,0.0,0.05825522541999817,0.5448717948717948,0.05827070027589798,0.058103710412979126,795.96,0.05766644701361656,4682,0.057967089116573334,35.658495688438414,0.1122955322265625,0.1,0.2,0.0581747442483902,85,0.0,0.0022719004,0.4731667234329507,0.825583279132843,0.8888449668884277,1e-05,760,-0.002774293588845467
