rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,time/fps,time/iterations,train/n_updates,train/learning_rate,train/entropy_loss,train/std,train/loss,train/clip_range_vf,train/value_loss,train/policy_gradient_loss,train/explained_variance,train/clip_range,train/clip_fraction,train/approx_kl
507.12,18.37742805480957,4059,10485760,2583,80,4250,5e-06,-13.640544211119414,0.4280892610549927,-0.10382717847824097,0.2,0.5944206386338919,-0.002117428197971094,0.8685694932937622,0.1,0.041028594970703124,0.0016135706
546.89,19.515520095825195,4109,10616832,2583,81,4260,5e-06,-13.749266166239977,0.4300645887851715,0.07209998369216919,0.2,0.6187710863072425,-0.0021371137318055844,0.8750600218772888,0.1,0.03712005615234375,0.0015826435
507.57,18.2179012298584,4160,10747904,2583,82,4270,5e-06,-13.860231976211072,0.43206238746643066,-0.12884312868118286,0.2,0.6003740656655282,-0.0021857622469724446,0.8680344820022583,0.1,0.03851318359375,0.0015707649
521.09,18.84503936767578,4211,10878976,2583,83,4280,5e-06,-13.968234529346228,0.4339645802974701,-0.09127044677734375,0.2,0.6345291008939966,-0.0022082276585024376,0.8588151931762695,0.1,0.04163284301757812,0.001620358
511.69,18.561826705932617,4262,11010048,2583,84,4290,5e-06,-14.075908484309911,0.43594756722450256,-0.0928272008895874,0.2,0.5866906383773312,-0.0020972002363123464,0.8701623678207397,0.1,0.03974761962890625,0.0016006059
558.03,20.04714584350586,4313,11141120,2583,85,4300,5e-06,-14.183779399096967,0.43789443373680115,-0.010144829750061035,0.2,0.5826936105033382,-0.001954587788304707,0.8694878816604614,0.1,0.03468475341796875,0.0015485878
573.89,20.55868148803711,4363,11272192,2583,86,4310,5e-06,-14.291331028193236,0.439861923456192,-0.19010627269744873,0.2,0.5495033773826435,-0.0021841994707756385,0.8768709897994995,0.1,0.0392547607421875,0.0016074947
578.11,20.8804874420166,4414,11403264,2582,87,4320,5e-06,-14.399743624776601,0.4418658912181854,-0.10381031036376953,0.2,0.5400728629436344,-0.002296142624163622,0.8782999515533447,0.1,0.041143035888671874,0.0016263534
519.65,18.75318145751953,4465,11534336,2582,88,4330,5e-06,-14.508306027203798,0.44386956095695496,-0.219576895236969,0.2,0.5521139096934349,-0.002134967269785193,0.8777003884315491,0.1,0.038587188720703124,0.0015767976
500.66,18.26740074157715,4516,11665408,2583,89,4340,5e-06,-14.617097192257642,0.4458926022052765,-0.17840313911437988,0.2,0.6043717654654757,-0.00207580950582269,0.8668996095657349,0.1,0.038098907470703124,0.0015682806
467.36,17.099889755249023,4566,11796480,2583,90,4350,5e-06,-14.726332608610392,0.44792401790618896,-0.1430090069770813,0.2,0.6244152245810255,-0.0021045066408532874,0.865268349647522,0.1,0.03764801025390625,0.0015912903
518.99,18.941621780395508,4617,11927552,2582,91,4360,5e-06,-14.834373448044062,0.44992637634277344,-0.064827561378479,0.2,0.6197944524465129,-0.0021369358116771764,0.8679704666137695,0.1,0.039141845703125,0.0016083913
482.31,17.30181884765625,4668,12058624,2582,92,4370,5e-06,-14.94275572746992,0.4519881010055542,-0.059159934520721436,0.2,0.6611390948994085,-0.0022082981950006797,0.8548660278320312,0.1,0.039318084716796875,0.0016318541
473.26,17.031726837158203,4719,12189696,2582,93,4380,5e-06,-15.051800087839364,0.4540342092514038,-0.04161876440048218,0.2,0.6592861001845449,-0.002088922651046232,0.8546000123023987,0.1,0.037969970703125,0.0015935671
507.5,18.191307067871094,4770,12320768,2582,94,4390,5e-06,-15.159807284921408,0.45607614517211914,-0.1483418345451355,0.2,0.6764261960517615,-0.0020171097495222056,0.8532795906066895,0.1,0.036712646484375,0.0015934289
517.3,18.692506790161133,4822,12451840,2582,95,4400,5e-06,-15.266399554908276,0.45808467268943787,-0.19340866804122925,0.2,0.5964298525825142,-0.0021471698668392492,0.8622888922691345,0.1,0.040126800537109375,0.00160988
541.19,19.498674392700195,4873,12582912,2582,96,4410,5e-06,-15.375372783839703,0.4602290689945221,-0.11421692371368408,0.2,0.5901174645405263,-0.0021575380051672257,0.8655900359153748,0.1,0.03353729248046875,0.0015320929
