time/time_elapsed,rollout/ep_len_mean,time/fps,time/iterations,rollout/ep_rew_mean,time/total_timesteps,train/clip_range_vf,train/entropy_loss,train/approx_kl,train/clip_fraction,train/policy_gradient_loss,train/std,train/value_loss,train/loss,train/learning_rate,train/clip_range,train/explained_variance,train/n_updates,train/adaptive_lr
5500,465.67,2192,92,18.130821228027344,12058624,0.2,36.513162684440616,0.0017530671,0.06786117553710938,-0.0024935372266554623,0.056195445358753204,0.594691767427139,1.0493354797363281,4.444444444444445e-06,0.1,0.8957210183143616,910,4.444444444444445e-06
5570,461.31,2188,93,17.865076065063477,12189696,0.2,36.48717030286789,0.0017286043,0.06772994995117188,-0.002500282372602669,0.05625058338046074,0.5418806172208861,0.9740702509880066,4.444444444444445e-06,0.1,0.9020912051200867,920,4.444444444444445e-06
5637,506.1,2185,94,19.53007698059082,12320768,0.2,36.4622178286314,0.0017471116,0.06686172485351563,-0.00240781724869521,0.05630766972899437,0.549897535610944,0.9118174314498901,4.444444444444445e-06,0.1,0.8968635201454163,930,4.444444444444445e-06
5700,494.47,2184,95,19.177099227905273,12451840,0.2,36.436226567626,0.0016652022,0.067138671875,-0.0025012464978772186,0.05636777728796005,0.535704753594473,0.9456416964530945,4.444444444444445e-06,0.1,0.8960543274879456,940,4.444444444444445e-06
5769,499.3,2181,96,19.357637405395508,12582912,0.2,36.4098495811224,0.0016924158,0.06352386474609376,-0.002558946900217052,0.0564265139400959,0.49075875533744695,0.860840916633606,4.444444444444445e-06,0.1,0.9075379967689514,950,4.444444444444445e-06
5833,515.76,2179,97,19.804027557373047,12713984,0.2,36.381974157691005,0.0017634546,0.07401657104492188,-0.0028208620494751813,0.05649290233850479,0.496395218023099,0.8264797329902649,4.444444444444445e-06,0.1,0.9037154316902161,960,4.444444444444445e-06
5898,525.17,2177,98,20.19092559814453,12845056,0.2,36.35352872014046,0.0016887619,0.06616134643554687,-0.0024152669438990415,0.056555185467004776,0.4830927277682349,0.851199746131897,4.444444444444445e-06,0.1,0.9058378338813782,970,4.444444444444445e-06
5963,579.9,2175,99,22.093564987182617,12976128,0.2,36.327539360523225,0.0016944329,0.06695938110351562,-0.002422848141304712,0.05661029741168022,0.49786270689219236,0.8083817958831787,4.444444444444445e-06,0.1,0.902824342250824,980,4.444444444444445e-06
6028,515.7,2174,100,19.87812042236328,13107200,0.2,36.30282909870148,0.0017562245,0.07013626098632812,-0.002703509273669624,0.05666770040988922,0.4828871210338548,0.8018596172332764,4.444444444444445e-06,0.1,0.9053601026535034,990,4.444444444444445e-06
6093,526.28,2172,101,20.007911682128906,13238272,0.2,36.27879996597767,0.0017027059,0.06813888549804688,-0.0027900655852135968,0.05671944096684456,0.47365550938993695,0.8432044982910156,4.444444444444445e-06,0.1,0.908738374710083,1000,4.444444444444445e-06
